method,group,prefill_sum_ms,decode_first_sum_ms,decode_steady_sum_ms,decode_steps_traced,projected_total_ms,prefill_backend,decode_backend
marlin_nvfp4,mlp.down_proj,200.98204946517944,0.8660480082035065,0.7772614239084144,32,400.04976057002864,marlin_nvfp4,marlin_nvfp4
marlin_nvfp4,mlp.gate_proj,209.1192021369934,0.8452800065279007,0.7210064562818697,32,393.82112849539806,marlin_nvfp4,marlin_nvfp4
marlin_nvfp4,mlp.up_proj,208.90377712249756,1.880608007311821,0.7554270974811046,32,403.41829498749104,marlin_nvfp4,marlin_nvfp4
marlin_nvfp4,self_attn.k_proj,76.4697277545929,1.628703996539116,1.5929878700164057,32,484.31033860531545,marlin_nvfp4,marlin_nvfp4
marlin_nvfp4,self_attn.o_proj,76.6486713886261,0.6463359957560897,0.5340459362092999,32,213.47672111775364,marlin_nvfp4,marlin_nvfp4
marlin_nvfp4,self_attn.q_proj,76.47331166267395,1.8693759888410568,1.8168990965331755,32,541.6519572674747,marlin_nvfp4,marlin_nvfp4
marlin_nvfp4,self_attn.v_proj,76.47574400901794,1.5547200068831444,1.5257527753710747,32,467.09742173552513,marlin_nvfp4,marlin_nvfp4
