method,metric,rows,pearson,spearman
dense_nvfp4,nll_delta_recomputed,38,0.778209680650819,0.7645256592625013
dense_nvfp4,arc_acc_delta_vs_dense,38,-0.005717468581905855,0.19516044564916551
dense_nvfp4,arc_acc_norm,38,-0.42064387885672727,-0.39977985831921564
sparse_bf16,nll_delta_recomputed,38,0.9574225450748619,0.9113688587372796
sparse_bf16,arc_acc_delta_vs_dense,38,-0.5742667063868873,-0.10187230517589453
sparse_bf16,arc_acc_norm,38,-0.8586413341614487,-0.5523153005729725
sparse_nvfp4,nll_delta_recomputed,38,0.9233793974433534,0.9203413940256043
sparse_nvfp4,arc_acc_delta_vs_dense,38,-0.8989079287962235,-0.5216886315816287
sparse_nvfp4,arc_acc_norm,38,-0.8916920510300962,-0.556955347564935
