row_type,label,point_index,quality_cost,predicted_linear_latency_ms,e2e_prefill_mean_ms,e2e_speedup_vs_dense,nll,nll_delta_vs_dense,arc_acc,arc_acc_norm,backend_counts,source,showcase_note
pareto,point_000,0,0.0,905.1911178588867,1163.0673706054688,1.0,2.039499126068533,0.0,0.40625,0.4609375,{'dense_bf16': 224},pareto_validation,Dense reference.
pareto,point_020,20,0.09673313088091845,671.1243612051011,939.78857421875,1.2375840721114655,2.062140813778991,0.022641687710458047,0.3984375,0.4609375,"{'sparse_bf16': 13, 'dense_nvfp4': 64, 'dense_bf16': 147}",pareto_validation,Quality-preserving mixed policy: 1.24x speedup with ARC unchanged vs dense.
pareto,point_024,24,0.26718906535497067,528.4458185911178,782.1113037109375,1.4870867676850887,2.1369150613385406,0.09741593527000747,0.40625,0.453125,"{'sparse_bf16': 89, 'dense_nvfp4': 65, 'dense_bf16': 70}",pareto_validation,Main favorable point: faster and much lower NLL than uniform sparse baselines.
pareto,point_026,26,0.43592091034019254,457.05858993530273,711.1489807128906,1.6354763940455248,2.1975274095329986,0.1580282834644655,0.3828125,0.40625,"{'sparse_bf16': 153, 'dense_nvfp4': 64, 'dense_bf16': 7}",pareto_validation,Aggressive favorable point: faster than all uniform sparse baselines with lower NLL.
uniform,all_dense_bf16,,0.0,905.1911178588867,1174.7718505859375,1.0,2.039499126068533,0.0,0.40625,0.4609375,{dense_bf16: 224},003_oracle_summary,Uniform baseline.
uniform,all_dense_nvfp4,,0.32132498665007053,598.6068492889405,853.2855834960938,1.3767628017019176,2.076294759015048,0.03679563294651489,0.40625,0.4609375,{dense_nvfp4: 224},003_oracle_summary,Uniform baseline.
uniform,all_sparse_bf16,,0.5301336364409146,477.0136070251465,803.2972412109375,1.4624373025544284,2.3901189703297474,0.3506198442612143,0.34375,0.359375,{sparse_bf16: 224},003_oracle_summary,Uniform baseline.
uniform,all_sparse_nvfp4,,1.235226965210043,538.8999702453614,791.8174438476562,1.4836397703963198,3.1070349109149493,1.0675357848464162,0.1875,0.265625,{sparse_nvfp4: 224},003_oracle_summary,Uniform baseline.
