policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds
p00,train,uniform,100,204800,1.9755314327737294,0.0,23.393077228218317
p01,train,uniform,100,204800,2.0176340196659783,0.04210258689224888,19.77676504687406
p02,train,uniform,100,204800,2.326417225904768,0.3508857931310385,20.79946102015674
p03,train,uniform,100,204800,3.016579633609964,1.0410482008362347,19.20483034593053
p04,train,uniform,100,204800,2.001345147813749,0.025813715040019503,22.139543323079124
p05,train,controlled,100,204800,1.9772586200291355,0.001727187255406104,23.49661872186698
p06,train,controlled,100,204800,1.976240045896504,0.0007086131227744819,23.72723979409784
p07,train,controlled,100,204800,2.0260015412669112,0.05047010849318179,23.16576373600401
p08,train,controlled,100,204800,1.9832918701011897,0.0077604373274602345,24.16998999984935
p09,train,controlled,100,204800,1.9748062579259886,-0.0007251748477408171,23.070983122801408
p10,train,controlled,100,204800,1.9646498221264952,-0.010881610647234252,23.528657827991992
p11,train,controlled,100,204800,2.0368671339534297,0.06133570117970022,23.17230907897465
p12,train,controlled,100,204800,1.9775538875961962,0.0020224548224667682,23.382324150996283
p13,train,controlled,100,204800,1.9757321326818493,0.00020069990811988347,23.46252816100605
p14,train,controlled,100,204800,1.9738276671000567,-0.001703765673672697,23.81113397097215
p15,train,controlled,100,204800,2.0264749673167004,0.05094353454297096,23.070210483158007
p16,train,controlled,100,204800,1.977279076360472,0.0017476435867425089,23.48491022991948
p17,train,controlled,100,204800,1.978322854062239,0.0027914212885096212,23.561118269804865
p18,train,controlled,100,204800,1.974494557978189,-0.0010368747955404878,23.593096256023273
p19,train,controlled,100,204800,2.11899314046826,0.14346170769453037,23.161326063098386
p20,train,controlled,100,204800,1.9755673395517297,3.590677800024977e-05,23.804079513065517
p21,train,controlled,100,204800,1.9884049426378,0.012873509864070654,22.98112344997935
p22,train,controlled,100,204800,2.0693706343348084,0.09383920156107894,23.267154431901872
p23,train,controlled,100,204800,2.347911879645804,0.3723804468720746,22.848734825849533
p24,train,controlled,100,204800,1.9862352418252656,0.010703809051536117,23.29907867498696
p25,train,controlled,100,204800,1.982795055206806,0.007263622433076655,22.43062529503368
p26,train,controlled,100,204800,1.9986429674073063,0.023111534633576847,23.068807241041213
p27,train,controlled,100,204800,2.067630121082128,0.09209868830839874,22.42847890406847
p28,train,controlled,100,204800,1.9818485170022808,0.006317084228551373,23.452286274870858
p29,train,controlled,100,204800,1.9834795778373686,0.007948145063639167,24.027888312004507
p30,train,controlled,100,204800,2.030073165964158,0.054541733190428765,24.16589614097029
p31,train,controlled,100,204800,2.101534596425726,0.1260031636519967,22.84302683896385
p32,train,controlled,100,204800,1.9801635110211186,0.004632078247389204,23.22550639300607
p33,train,controlled,100,204800,1.987122463963512,0.011591031189782663,22.471412576036528
p34,train,controlled,100,204800,2.0859152890437223,0.11038385626999281,23.299958013929427
p35,train,controlled,100,204800,2.181880356603678,0.20634892382994874,22.580430295085534
p36,train,controlled,100,204800,1.9799631157468074,0.004431682973077944,23.236115308012813
p37,train,balanced_mixed,100,204800,2.0079224338294273,0.03239100105569781,23.285542645026
p38,train,balanced_mixed,100,204800,2.0116211898231695,0.03608975704944006,29.616434695199132
p39,train,balanced_mixed,100,204800,2.012534484246205,0.03700305147247551,22.29914070502855
p40,train,balanced_mixed,100,204800,2.1039113785623225,0.12837994578859302,23.88163910806179
p41,train,balanced_mixed,100,204800,2.1197209955342773,0.14418956276054784,28.12640255386941
p42,train,balanced_mixed,100,204800,1.9982136604039136,0.022682227630184126,23.340231959940866
p43,train,balanced_mixed,100,204800,1.99950272455543,0.023971291781700543,22.91388791007921
p44,train,balanced_mixed,100,204800,2.0863938629325243,0.11086243015879482,25.271133620059118
p45,train,balanced_mixed,100,204800,2.12889978724771,0.15336835447398034,24.646138089941815
p46,train,balanced_mixed,100,204800,2.134934152300811,0.15940271952708152,21.0663373938296
p47,train,balanced_mixed,100,204800,1.997297706138845,0.021766273365115607,25.968622657004744
p48,train,balanced_mixed,100,204800,2.024487267882229,0.048955835108499546,22.668103840900585
p49,train,balanced_mixed,100,204800,2.0443038886078124,0.06877245583408298,22.254992987029254
p50,train,balanced_mixed,100,204800,2.0810454504477764,0.105514017674047,21.714777900837362
p51,train,balanced_mixed,100,204800,2.116605427321378,0.14107399454764868,28.835004552965984
p52,train,balanced_mixed,100,204800,1.9945138990958349,0.01898246632210543,23.543153491802514
p53,train,balanced_mixed,100,204800,2.02793240305446,0.05240097028073043,22.931929043028504
p54,holdout,balanced_mixed,100,204800,2.0438047188280692,0.0682732860543398,24.877412983914837
p55,holdout,balanced_mixed,100,204800,2.051636692668657,0.07610525989492745,29.43475047289394
p56,holdout,balanced_mixed,100,204800,2.127041773439861,0.15151034066613134,21.50417895289138
p57,holdout,balanced_mixed,100,204800,1.982953436099976,0.007422003326246651,23.395618230104446
p58,holdout,balanced_mixed,100,204800,2.003450308959234,0.027918876185504704,30.1329624960199
p59,holdout,balanced_mixed,100,204800,2.0541990337415306,0.07866760096780112,25.603373426944017
p60,holdout,balanced_mixed,100,204800,2.1476858458749697,0.17215441310124024,21.475498460931703
p61,holdout,balanced_mixed,100,204800,2.1192350515297695,0.1437036187560401,21.360609685070813
p62,holdout,balanced_mixed,100,204800,1.9973553969884847,0.021823964214755298,23.376065320102498
p63,holdout,balanced_mixed,100,204800,2.0019575253315796,0.02642609255785011,22.98163242288865
p64,holdout,balanced_mixed,100,204800,2.037621332853365,0.06208990007963555,22.603893456049263
p65,holdout,balanced_mixed,100,204800,2.0512715191647612,0.0757400863910318,21.845361409941688
p66,holdout,balanced_mixed,100,204800,2.135900013286455,0.1603685805127255,21.174173614941537
p67,holdout,balanced_mixed,100,204800,2.0056949279712293,0.030163495197499834,23.51055254903622
p68,holdout,balanced_mixed,100,204800,2.003590539757144,0.028059106983414406,29.791677330853418
p69,holdout,balanced_mixed,100,204800,1.998300023429489,0.022768590655759535,28.428267568117008
p70,holdout,balanced_mixed,100,204800,2.1083998737913516,0.13286844101762219,29.265586727065966
p71,holdout,balanced_mixed,100,204800,2.111804363216057,0.13627293044232758,27.02817886392586
