timestamp,model,model_variant,method,task,dtype_arg,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples
2026-05-11T10:36:55,timm/maxvit_large_tf_512.in21k_ft_in1k,large,dense,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.880500,0.985220,830.442,60.209,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,dense,,,
