timestamp,model,model_variant,method,task,speed_scope,dtype_arg,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples
2026-05-11T10:24:11,timm/maxvit_large_tf_512.in21k_ft_in1k,large,dense,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,16,3,512,512,50,200,265.984700,265.981674,266.508652,265.093170,267.342987,60.154,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,2.9.0+cu128,12.8,,dense,,,
