point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,0.0,0.0,4482.01656869652,1077.7635484021937,3404.2530202943262,0.0,dense_bf16
