method,group,prefill_sum_ms,decode_first_sum_ms,decode_steady_sum_ms,decode_steps_traced,projected_total_ms,prefill_backend,decode_backend
dense_nvfp4,mlp.down_proj,166.41884756088257,6.474112018942833,6.438062451058818,32,1814.598884599824,dense_nvfp4,dense_nvfp4
dense_nvfp4,mlp.gate_proj,88.88009524345398,6.579968020319939,6.505233548341259,32,1754.294618090795,dense_nvfp4,dense_nvfp4
dense_nvfp4,mlp.up_proj,89.72307252883911,6.309600010514259,6.3059592237395625,32,1704.0522745929418,dense_nvfp4,dense_nvfp4
dense_nvfp4,self_attn.k_proj,62.66790425777435,6.135327994823456,6.088774194640498,32,1621.4406518859248,dense_nvfp4,dense_nvfp4
dense_nvfp4,self_attn.o_proj,62.71231997013092,3.390592008829117,3.010259612673713,32,833.7191132107569,dense_nvfp4,dense_nvfp4
dense_nvfp4,self_attn.q_proj,62.75103986263275,6.482720002532005,6.4469078750379625,32,1713.195267999845,dense_nvfp4,dense_nvfp4
dense_nvfp4,self_attn.v_proj,62.637311935424805,6.152127996087074,6.1299210354205105,32,1631.919303963742,dense_nvfp4,dense_nvfp4
