batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
16,/root/workspaces/cospaq/fake/artifacts/debug/040_llama2_current_gpu_max_speed/prefill_decode/checkpoint,2378.736875182949,2377.5129800196737,2048,ours_max_speed,80,prefill_decode,OK,14313.478869907107,16.989103126445716,1035.3738330304623
