policy_id,scenario,sample_count,dense_prefill_nll,dense_decode_nll,prefill_nll,decode_nll,delta_prefill_nll,delta_decode_nll,target_delta_nll,prefill_tokens,decode_tokens
p35,prefill_decode,100,1.983379703760147,1.90317200756073,2.279766904115677,2.2886365690231325,0.2963872003555299,0.3854645614624026,31.133552117347737,8000,8000
