batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
16,1432.3832150548697,2048,0,ours_max_speed,1,ttft,prefill_decode,True
16,1236.7050852626562,2048,1,ours_max_speed,1,ttft,prefill_decode,False
16,1239.654403179884,2048,2,ours_max_speed,1,ttft,prefill_decode,False
16,1228.3504009246826,2048,3,ours_max_speed,1,ttft,prefill_decode,False
16,2814.784163609147,2048,0,ours_max_speed,80,main,prefill_decode,True
16,2819.7387754917145,2048,1,ours_max_speed,80,main,prefill_decode,False
16,2820.0267907232046,2048,2,ours_max_speed,80,main,prefill_decode,False
16,2801.5785925090313,2048,3,ours_max_speed,80,main,prefill_decode,False
