batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
16,artifacts/debug/055_llama2_prefill_decode_canonical_pareto/llama2_7b_chat/validation/speed/dense_006/checkpoint,2813.781386241317,2819.7387754917145,2048,ours_max_speed,80,prefill_decode,OK,12100.442545567383,20.03840114213998,1236.7050852626562
