phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
prefill,sparse_bf16,0,down_proj,16,2048,64,0.015997336898562135,8.35568882777693e-05,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,0,gate_up_proj,16,2048,64,0.03854037132024671,0.0022950590101962526,7516192768,canonical_phase_wrapper
prefill,sparse_bf16,0,o_proj,16,2048,64,0.04459018567540101,2.505794836960007e-05,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,0,qkv_proj,16,2048,64,0.00409028010675466,0.00794937469473093,1610612736,canonical_phase_wrapper
prefill,sparse_bf16,1,down_proj,16,2048,64,0.07502628785118018,0.00029073175210214686,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,1,gate_up_proj,16,2048,64,0.03019837822969325,0.004604647368458765,7516192768,canonical_phase_wrapper
prefill,sparse_bf16,1,o_proj,16,2048,64,0.07246138211938631,0.00015264728023112184,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,1,qkv_proj,16,2048,64,0.009255575174622943,0.01680450779592017,1610612736,canonical_phase_wrapper
prefill,sparse_bf16,2,down_proj,16,2048,64,0.08005041417404982,0.0006904352248966461,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,2,gate_up_proj,16,2048,64,0.04194101131915605,0.008260895297488398,7516192768,canonical_phase_wrapper
prefill,sparse_bf16,2,o_proj,16,2048,64,0.07089665699087463,0.00013875795303874838,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,2,qkv_proj,16,2048,64,0.010477347045690007,0.01919456656711797,1610612736,canonical_phase_wrapper
prefill,sparse_bf16,3,down_proj,16,2048,64,0.016328616650499988,0.002301239327152871,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,3,gate_up_proj,16,2048,64,0.033017301657663874,0.015050357107871346,7516192768,canonical_phase_wrapper
prefill,sparse_bf16,3,o_proj,16,2048,64,0.034427544530071054,0.0006591808179337022,1073741824,canonical_phase_wrapper
prefill,sparse_bf16,3,qkv_proj,16,2048,64,0.010692306646852813,0.021193445837222196,1610612736,canonical_phase_wrapper
