phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
prefill,sparse_nvfp4,0,down_proj,16,2048,64,0.03187448674645751,0.00016648601857127687,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,0,gate_up_proj,16,2048,64,0.07637395653389255,0.0045480292763906095,7516192768,canonical_phase_wrapper
prefill,sparse_nvfp4,0,o_proj,16,2048,64,0.09774530913059609,5.4929058322272795e-05,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,0,qkv_proj,16,2048,64,0.009618915286923276,0.01869416269227031,1610612736,canonical_phase_wrapper
prefill,sparse_nvfp4,1,down_proj,16,2048,64,0.15019967848215163,0.0005820335370572138,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,1,gate_up_proj,16,2048,64,0.06222541309425015,0.009488128219215599,7516192768,canonical_phase_wrapper
prefill,sparse_nvfp4,1,o_proj,16,2048,64,0.1600895839068723,0.00033724501054166467,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,1,qkv_proj,16,2048,64,0.02149591826693169,0.039028187798370105,1610612736,canonical_phase_wrapper
prefill,sparse_nvfp4,2,down_proj,16,2048,64,0.1570347996997313,0.0013544259372793022,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,2,gate_up_proj,16,2048,64,0.08439085136576208,0.01662201185120336,7516192768,canonical_phase_wrapper
prefill,sparse_nvfp4,2,o_proj,16,2048,64,0.14686530071211074,0.00028744272810854454,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,2,qkv_proj,16,2048,64,0.023825624488411055,0.043648695920031365,1610612736,canonical_phase_wrapper
prefill,sparse_nvfp4,3,down_proj,16,2048,64,0.03937299666491204,0.005548950673073705,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,3,gate_up_proj,16,2048,64,0.06774060472687468,0.030878364998248538,7516192768,canonical_phase_wrapper
prefill,sparse_nvfp4,3,o_proj,16,2048,64,0.07676703807947237,0.0014698509476147592,1073741824,canonical_phase_wrapper
prefill,sparse_nvfp4,3,qkv_proj,16,2048,64,0.024282162858755722,0.04813018559555834,1610612736,canonical_phase_wrapper
