phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
decode,sparse_bf16,0,down_proj,16,2048,64,0.072221193591612,8.239642319551876e-05,33554432,canonical_phase_wrapper
decode,sparse_bf16,0,gate_up_proj,16,2048,64,0.03800592840962307,0.002263050154397206,234881024,canonical_phase_wrapper
decode,sparse_bf16,0,o_proj,16,2048,64,0.04392560722883698,2.5722846787701314e-05,33554432,canonical_phase_wrapper
decode,sparse_bf16,0,qkv_proj,16,2048,64,0.0039190592602708465,0.007882845775477895,50331648,canonical_phase_wrapper
decode,sparse_bf16,1,down_proj,16,2048,64,0.07482828604883957,0.00029270005074977234,33554432,canonical_phase_wrapper
decode,sparse_bf16,1,gate_up_proj,16,2048,64,0.029756305671859905,0.004592088153003715,234881024,canonical_phase_wrapper
decode,sparse_bf16,1,o_proj,16,2048,64,0.07116629676598618,0.00016025548057996275,33554432,canonical_phase_wrapper
decode,sparse_bf16,1,qkv_proj,16,2048,64,0.008721710971556901,0.01697028103838723,50331648,canonical_phase_wrapper
decode,sparse_bf16,2,down_proj,16,2048,64,0.08006027974137618,0.0006699457637751038,33554432,canonical_phase_wrapper
decode,sparse_bf16,2,gate_up_proj,16,2048,64,0.041825710935948224,0.008143451051312565,234881024,canonical_phase_wrapper
decode,sparse_bf16,2,o_proj,16,2048,64,0.06978250364736566,0.00014148177308470622,33554432,canonical_phase_wrapper
decode,sparse_bf16,2,qkv_proj,16,2048,64,0.009643659040735582,0.018970896253752773,50331648,canonical_phase_wrapper
decode,sparse_bf16,3,down_proj,16,2048,64,0.015880619226798887,0.0021597793675027788,33554432,canonical_phase_wrapper
decode,sparse_bf16,3,gate_up_proj,16,2048,64,0.0323026608236837,0.01458881379637335,234881024,canonical_phase_wrapper
decode,sparse_bf16,3,o_proj,16,2048,64,0.03210765579888556,0.0006526451517743226,33554432,canonical_phase_wrapper
decode,sparse_bf16,3,qkv_proj,16,2048,64,0.009776764209954174,0.020581713750289055,50331648,canonical_phase_wrapper
