phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
prefill,w4a16_ours,0,down_proj,16,2048,64,0.0021729373396447123,1.1349631733992283e-05,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,0,gate_up_proj,16,2048,64,0.0040744389438394715,0.00024263071395580482,7516192768,canonical_phase_wrapper
prefill,w4a16_ours,0,o_proj,16,2048,64,0.009463467301018403,5.318100192552855e-06,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,0,qkv_proj,16,2048,64,0.0008753262442178586,0.0017011784312591278,1610612736,canonical_phase_wrapper
prefill,w4a16_ours,1,down_proj,16,2048,64,0.008675378833769181,3.361765803333583e-05,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,1,gate_up_proj,16,2048,64,0.003268474387863969,0.0004983768291952272,7516192768,canonical_phase_wrapper
prefill,w4a16_ours,1,o_proj,16,2048,64,0.017714940434659376,3.731832595121887e-05,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,1,qkv_proj,16,2048,64,0.001590452415554211,0.0028876400992885465,1610612736,canonical_phase_wrapper
prefill,w4a16_ours,2,down_proj,16,2048,64,0.008612201626623314,7.4280282348127e-05,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,2,gate_up_proj,16,2048,64,0.00434275286850005,0.000855368662346986,7516192768,canonical_phase_wrapper
prefill,w4a16_ours,2,o_proj,16,2048,64,0.011261602100558618,2.2041051323640204e-05,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,2,qkv_proj,16,2048,64,0.001899334056848625,0.0034795920979225534,1610612736,canonical_phase_wrapper
prefill,w4a16_ours,3,down_proj,16,2048,64,0.004789557740679067,0.0006750062707965299,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,3,gate_up_proj,16,2048,64,0.003262496239762821,0.0014871516146480904,7516192768,canonical_phase_wrapper
prefill,w4a16_ours,3,o_proj,16,2048,64,0.006568450394792122,0.0001257654753743509,1073741824,canonical_phase_wrapper
prefill,w4a16_ours,3,qkv_proj,16,2048,64,0.0017347999893726417,0.0034385835374450835,1610612736,canonical_phase_wrapper
