supported,reason,latency_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,source,batch_size,m,n,k,backend
True,,0.7769599914550781,0.7741599977016449,0.7871712148189545,0.7708479762077332,0.789792001247406,manual_profile,4,4096,4096,4096,dense_bf16
True,,0.49325439929962156,0.4917280077934265,0.5053983747959137,0.48214399814605713,0.5148159861564636,manual_profile,4,4096,4096,4096,dense_nvfp4
True,,0.4140480011701584,0.41180799901485443,0.4223327964544296,0.40803200006484985,0.4240320026874542,manual_profile,4,4096,4096,4096,sparse_bf16
True,,0.48770240545272825,0.4798079878091812,0.51458882689476,0.47203201055526733,0.5422080159187317,manual_profile,4,4096,4096,4096,sparse_nvfp4
True,,2.0167423725128173,2.010111927986145,2.024537682533264,2.004415988922119,2.0766079425811768,manual_profile,4,4096,4096,11008,dense_bf16
True,,1.312015998363495,1.310208022594452,1.320838415622711,1.3044480085372925,1.329535961151123,manual_profile,4,4096,4096,11008,dense_nvfp4
True,,0.9701632022857666,0.9691199958324432,0.9774559795856476,0.964352011680603,0.9784640073776245,manual_profile,4,4096,4096,11008,sparse_bf16
True,,1.251372790336609,1.2527040243148804,1.2564031720161437,1.2431999444961548,1.2603199481964111,manual_profile,4,4096,4096,11008,sparse_nvfp4
True,,1.7032127857208252,1.701487958431244,1.7085919976234436,1.6975359916687012,1.7188160419464111,manual_profile,4,4096,11008,4096,dense_bf16
True,,0.6356767952442169,0.6352959871292114,0.639737606048584,0.6302080154418945,0.6454399824142456,manual_profile,4,4096,11008,4096,dense_nvfp4
True,,0.9060224056243896,0.9039680063724518,0.9109120190143586,0.9016640186309814,0.920415997505188,manual_profile,4,4096,11008,4096,sparse_bf16
True,,0.5477216064929962,0.5489920079708099,0.5509088158607482,0.5401279926300049,0.5511680245399475,manual_profile,4,4096,11008,4096,sparse_nvfp4
