timestamp,model,model_variant,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,cutlass_nvfp4_module_count,torch_version,cuda_version,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,replaced_linear_count,skipped_linear_count
2026-05-16T20:17:31,timm/maxvit_small_tf_224.in1k,small,nvfp4_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,128,8,0.001920,0.006460,287.923,173.658,/data/home/scxj523/run/wja/data/models/timm/maxvit_small_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,88,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_small/cutlass_nvfp4_runtime/model.pt,,68925803,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,88,22
2026-05-16T21:28:05,timm/maxvit_small_tf_224.in1k,small,nvfp4_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,128,8,0.843320,0.967700,229.067,218.277,/data/home/scxj523/run/wja/data/models/timm/maxvit_small_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,76,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_small/cutlass_nvfp4_runtime/model.pt,,69333195,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,76,34
