timestamp,model,model_variant,method,task,dtype_arg,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples
2026-05-11T10:24:24,timm/maxvit_small_tf_224.in1k,small,dense,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.844560,0.968120,104.441,478.739,/data/home/scxj523/run/wja/data/models/timm/maxvit_small_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,dense,,,
2026-05-16T20:13:44,timm/maxvit_small_tf_224.in1k,small,dense,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.844560,0.968120,79.856,626.127,/data/home/scxj523/run/wja/data/models/timm/maxvit_small_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,dense,,,
