e2e_mean_ms,e2e_median_ms,module_count,predicted_linear_latency_ms,repeats,scenario,speed_protocol,tpot_ms,ttft_median_ms
3081.6033717244864,3079.879457131028,128,1461.4649117420604,10,prefill_decode,phase_fresh_process,19.20484352998341,1562.6968182623386
524.5740208774805,527.0829107612371,128,357.9921001984106,5,prefill_only,baseline_aligned,0.0,527.0829107612371
