benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.043947,36.648814,
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.156834,10.269564,
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.060606,26.574961,
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.028598,56.318281,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.034888,15.388412,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.132960,4.037838,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.057158,9.392686,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.023414,22.929091,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.138200,20.880471,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.173139,16.666827,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.059080,48.843621,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.033686,85.663092,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.069525,20.752891,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.164368,8.778111,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.112125,12.868166,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.029282,49.274649,
