benchmark_level,shape_index,m,n,k,gpu,warmup,iters,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
nvfp4_conversion,0,1,12288,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.024274,,
nvfp4_conversion,0,1,12288,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.489486,,
nvfp4_conversion,1,1,4096,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.023770,,
nvfp4_conversion,1,1,4096,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.370288,,
nvfp4_conversion,2,1,22016,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.025662,,
nvfp4_conversion,2,1,22016,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.675631,,
nvfp4_conversion,3,1,4096,11008,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.023684,,
nvfp4_conversion,3,1,4096,11008,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.453693,,
