method,model_key,model_path,batch,input_seq,output_seq,max_model_len,total_prompt_tokens,total_tokens,status,iters,mean_ms,median_ms,min_ms,max_ms,std_ms,input_tokens_per_s_median,total_tokens_per_s_median,error
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,1,128,1,129,128,129,OK,1,404.5340307056904,404.5340307056904,404.5340307056904,404.5340307056904,0.0,316.4134294875269,318.8854094053982,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,2,128,1,129,256,258,OK,1,33.14806707203388,33.14806707203388,33.14806707203388,33.14806707203388,0.0,7722.923917213267,7783.259260316495,
