batch_size,point_index,quality_budget,quality_cost,latency_ms,dense_latency_ms,speedup_vs_dense_linear,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4
2,0,0.0,0.0,142.05751434009505,142.05751434009505,1.0,224,0,0,0
2,1,0.00015836173143936267,7.867094485375215e-05,141.11433481500407,142.05751434009505,1.0066837966980993,222,0,2,0
2,2,0.00020095486159070271,0.00014523798338335673,140.64274505245857,142.05751434009505,1.0100593122461368,221,0,3,0
2,3,0.0002550038827556091,0.00014523798338335673,140.64274505245857,142.05751434009505,1.0100593122461368,221,0,3,0
2,4,0.00032358998287327284,0.00014525342277140556,140.1711552899131,142.05751434009505,1.0134575408633855,220,0,4,0
2,5,0.00041062306928195906,0.00018052569498515928,139.69956552736758,142.05751434009505,1.0168787125702659,219,0,5,0
2,6,0.0005210646619199259,0.00029943670361400905,139.10689303995068,142.05751434009505,1.0212111796594938,218,1,5,0
2,7,0.0006612107361052634,0.0004474953813277847,138.51422055253377,142.05751434009505,1.0255807221339952,217,2,5,0
2,8,0.0008390506389935353,0.0005715620761305926,138.04263078998827,142.05751434009505,1.0290843743496518,216,2,6,0
2,9,0.0010647225405659227,0.0006583796643321957,137.38511702744276,142.05751434009505,1.0340094867169562,214,2,7,1
2,10,0.0013510913831720317,0.0008522902414020574,136.60652054002585,142.05751434009505,1.0399028814914588,212,3,7,2
2,11,0.0017144822769615178,0.0012195648435022817,135.60709956519204,142.05751434009505,1.0475669400465426,211,5,7,1
2,12,0.002175611150086711,0.001428409125754039,134.56655556519206,142.05751434009505,1.0556673145377042,205,7,10,2
2,13,0.0027607657075173495,0.0019214954616075498,133.38121059035822,142.05751434009505,1.0650489203939195,203,9,10,2
2,14,0.003503304021722814,0.0025803358062950563,131.85768661552441,142.05751434009505,1.0773548208403783,199,13,10,2
2,15,0.004445556185807598,0.0034035194438752476,130.0796691532737,142.05751434009505,1.092080839879042,196,16,10,2
2,16,0.005641237437181772,0.004497076748575713,127.70897920360606,142.05751434009505,1.1123533773894878,192,20,10,2
2,17,0.007158510317394619,0.005908835929266678,125.11813547880985,142.05751434009505,1.135387078751298,186,24,12,2
2,18,0.009083870433548996,0.007943350945181461,122.02445848709333,142.05751434009505,1.1641724626470737,182,28,12,2
2,19,0.011527077338003762,0.01020946857606491,118.17821262980695,142.05751434009505,1.202061794461979,175,36,11,2
2,20,0.014627411622427474,0.013121773480842192,113.43683273047169,142.05751434009505,1.252305013466188,167,44,11,2
2,21,0.0185616149261457,0.0170321238402493,108.32690372920521,142.05751434009505,1.311377962903928,158,53,11,2
2,22,0.02355396549709852,0.021832583094983392,101.97525684245305,142.05751434009505,1.3930586569599643,143,67,12,2
2,23,0.02988906368578077,0.02773496592221829,94.78293843053468,142.05751434009505,1.4987667262943885,118,92,12,2
2,24,0.037928056238458276,0.03490609834533842,86.50299654389394,142.05751434009505,1.642226512557993,84,122,16,2
2,25,0.048129224292563375,0.044409003630443124,78.7329829743997,142.05751434009505,1.8042948326533688,57,145,20,2
2,26,0.06107410873998516,0.05737451917371566,72.8910292257999,142.05751434009505,1.9489025720851472,31,156,35,2
2,27,0.07750066229427832,0.07347220098774833,67.54516361258537,142.05751434009505,2.1031485711528597,2,180,37,5
2,28,0.09834531817112577,0.0955069025491315,64.07578119692081,142.05751434009505,2.217023525683081,0,130,35,59
2,29,0.12479637360330023,0.12308555816108654,62.29439554006225,142.05751434009505,2.2804220686070584,0,48,37,139
2,30,0.15836173143936266,0.15174823850931957,61.41745454006225,142.05751434009505,2.3129827734464596,0,0,32,192
