point_index,quality_budget,quality_cost,original_quality_cost,latency_ms,speedup_vs_dense_linear,dense_latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4,count_marlin_nvfp4,count_dense_nvfp4_prefill_marlin_decode,quality_budget_bins
0,0.0,0.0,0.0,4176.543776162816,1.0,4176.543776162816,984.6786566709227,3191.865119491893,0.0,224,0,0,0,0,0,0
1,0.01,0.009611223519397279,2.0559781928120935,3648.2350603757386,1.1448121371139572,4176.543776162816,842.5914446601225,2782.8680708743595,22.77554484125664,184,0,0,0,2,38,518
2,0.02,0.0194352723063721,4.161884885354157,3327.6106823949312,1.255117913360254,4176.543776162816,755.8049910265743,2535.84454226268,35.96114910567681,163,0,0,0,1,60,1036
3,0.035,0.034153521175501425,7.31841003951451,2989.382935571632,1.3971257166369602,4176.543776162816,686.1489674032316,2251.6879862925657,51.54598187583511,134,0,0,0,4,86,1812
4,0.05,0.04832802973029022,10.447241991281981,2857.2481465512938,1.4617364547786709,4176.543776162816,663.2791372102125,2136.4285454746373,57.54046386644423,56,0,0,0,72,96,2589
5,0.065,0.06307385884194772,13.780934292477012,2840.170626551294,1.4705256568455631,4176.543776162816,661.8165932102124,2120.8135694746375,57.54046386644423,22,0,0,0,106,96,3365
