m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,flops,bytes_bf16,arithmetic_intensity
16384,4096,4096,1.34235,1.34235,0.0,1.34235,1.34235,1,409.547421,1.34235,1.34235,0.0,549755813888.0,301989888.0,1820.4444444444443
16384,4096,11008,3.551875,3.551875,0.0,3.551875,3.551875,1,415.968655,3.551875,3.551875,0.0,1477468749824.0,585105408.0,2525.1326164874554
16384,12288,4096,4.027318,4.027318,0.0,4.027318,4.027318,1,409.520004,4.027318,4.027318,0.0,1649267441664.0,637534208.0,2586.9473684210525
16384,22016,4096,7.337275,7.337275,0.0,7.337275,7.337275,1,402.729544,7.337275,7.337275,0.0,2954937499648.0,1035993088.0,2852.275303643725
