m,n,k,latency_ms,tflops,source_file
16384,12288,4096,2.549657,646.858484,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m16384/targeted_profile.csv
16384,4096,4096,1.967768,279.380447,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m16384/targeted_profile.csv
16384,22016,4096,3.313528,891.779763,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m16384/targeted_profile.csv
16384,4096,11008,4.998435,295.586256,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m16384/targeted_profile.csv
32768,12288,4096,4.923454,669.963525,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m32768/targeted_profile.csv
32768,4096,4096,3.770255,291.627894,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m32768/targeted_profile.csv
32768,22016,4096,6.237446,947.483093,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m32768/targeted_profile.csv
32768,4096,11008,9.852858,299.906639,/root/workspaces/cospaq/fake/artifacts/debug/llama2_rtx_pro_6000_20260717_072358/kernel_profile/m32768/targeted_profile.csv
