module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.2.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,8.653977594699469e-05
model.language_model.layers.2.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,9.053024541893023e-05
model.language_model.layers.2.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005388998681588142
model.language_model.layers.2.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,8.042344110173558e-05
model.language_model.layers.3.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00013288121068921223
model.language_model.layers.3.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0006082263078547889
model.language_model.layers.3.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,6.852260575192421e-05
model.language_model.layers.4.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.00048630926051179316
model.language_model.layers.5.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004933507659645574
model.language_model.layers.8.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0006083121188405938
model.language_model.layers.8.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004767536534605184
model.language_model.layers.9.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004395699478042434
model.language_model.layers.9.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004918781902493195
model.language_model.layers.10.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004356577930183554
model.language_model.layers.10.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004965587510921438
model.language_model.layers.11.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0005470068359020276
model.language_model.layers.12.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004359647432983858
model.language_model.layers.13.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004630482602835354
model.language_model.layers.13.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004575379665163909
model.language_model.layers.14.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005112322540516276
model.language_model.layers.16.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005108850591714776
model.language_model.layers.17.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0005843244297079205
model.language_model.layers.17.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005223612312347807
model.language_model.layers.18.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005265338221157581
model.language_model.layers.20.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.000540915123344675
model.language_model.layers.21.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.000515181687403319
model.language_model.layers.22.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005292846687352073
model.language_model.layers.24.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0006886557048263326
model.language_model.layers.24.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00029646134677611366
model.language_model.layers.25.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0006740644334132693
model.language_model.layers.26.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0006944449573956906
model.language_model.layers.27.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005258761366581746
model.language_model.layers.27.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.0003264754593319811
model.language_model.layers.28.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0005199316694699914
model.language_model.layers.29.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.000531383324399618
model.language_model.layers.30.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004951059929991133
