module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.1.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005355969082889627
model.language_model.layers.2.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005065870475457267
model.language_model.layers.2.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005586176059684637
model.language_model.layers.3.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00046012045038778025
model.language_model.layers.3.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0004808576686683666
model.language_model.layers.4.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00019299081331687634
model.language_model.layers.4.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005220341891147685
model.language_model.layers.6.self_attn.v_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00018607388063709502
model.language_model.layers.6.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00045429139069714223
model.language_model.layers.7.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00020686321139293782
model.language_model.layers.7.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0004394715077865109
model.language_model.layers.9.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00018805156547184787
model.language_model.layers.9.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0004809095795409193
model.language_model.layers.10.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00018831697245067888
model.language_model.layers.10.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00022629369111847064
model.language_model.layers.10.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.000480038105165058
model.language_model.layers.11.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00019565173147850383
model.language_model.layers.11.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00020716455817472023
model.language_model.layers.11.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00043023830765396355
model.language_model.layers.12.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00023080597528344284
model.language_model.layers.12.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00024092327704826257
model.language_model.layers.13.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00020748999262155582
model.language_model.layers.13.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00044175440798510863
model.language_model.layers.14.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002528953489034717
model.language_model.layers.14.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0004951103306097936
model.language_model.layers.15.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00016923825175572572
model.language_model.layers.15.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002498889723774807
model.language_model.layers.15.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00044201755235908757
model.language_model.layers.16.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002918535657075389
model.language_model.layers.16.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00046999068325790023
model.language_model.layers.17.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002727893016680075
model.language_model.layers.17.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00040042646403748547
model.language_model.layers.17.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0004998462307968041
model.language_model.layers.18.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.000193019649617758
model.language_model.layers.18.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00042097315800419756
model.language_model.layers.19.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00028416387727160013
model.language_model.layers.19.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00042435269539717373
model.language_model.layers.19.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005106708498512847
model.language_model.layers.20.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00017045440107560754
model.language_model.layers.20.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002861881209964338
model.language_model.layers.20.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005046998391039328
model.language_model.layers.21.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00021241980974727215
model.language_model.layers.21.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002346137914781263
model.language_model.layers.21.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005343314442464458
model.language_model.layers.21.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0006476415869314613
model.language_model.layers.22.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00018386492519757684
model.language_model.layers.22.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005075839849801903
model.language_model.layers.22.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005842966641680856
model.language_model.layers.23.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00020035981863338018
model.language_model.layers.24.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002286713352567206
model.language_model.layers.24.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00046260475923438557
model.language_model.layers.25.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00023085191334339377
model.language_model.layers.25.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002208692609015729
model.language_model.layers.25.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005037991990430674
model.language_model.layers.25.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.000619355264317085
model.language_model.layers.26.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00018975530708919286
model.language_model.layers.26.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0001651510763199633
model.language_model.layers.26.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00047093225556974323
model.language_model.layers.27.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002847879658267839
model.language_model.layers.27.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00029133393649717165
model.language_model.layers.27.self_attn.v_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002436408173502946
model.language_model.layers.27.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00022555158587147362
model.language_model.layers.27.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0004571554412483729
model.language_model.layers.28.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002605539935280931
model.language_model.layers.28.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002797114982190853
model.language_model.layers.28.self_attn.v_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00019316050579712342
model.language_model.layers.28.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.00044754109998687753
model.language_model.layers.28.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.09914007714269857,0.0005047090387351124
model.language_model.layers.29.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00024146119049763996
model.language_model.layers.29.self_attn.v_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0001885329161980735
model.language_model.layers.30.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002693940772735137
model.language_model.layers.30.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0003159075286721197
model.language_model.layers.30.self_attn.v_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.00024843891742728596
model.language_model.layers.30.self_attn.o_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002044890784096281
model.language_model.layers.31.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002588975947485071
model.language_model.layers.31.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0002983647590631875
