module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.1.self_attn.o_proj,dense_bf16,sparse_bf16,-0.396883,0.0001975689815759616
model.language_model.layers.2.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0005188932073388207
model.language_model.layers.3.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.346018,8.1956570537337e-05
model.language_model.layers.3.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0004877761520246018
model.language_model.layers.3.mlp.down_proj,dense_bf16,dense_nvfp4,-0.7344865446665729,0.00032621753175858086
model.language_model.layers.6.mlp.down_proj,dense_bf16,dense_nvfp4,-0.7344865446665729,0.0003387544648683482
model.language_model.layers.7.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.346018,0.00012359096756646594
model.language_model.layers.7.mlp.down_proj,dense_bf16,dense_nvfp4,-0.7344865446665729,0.00035640833285077934
model.language_model.layers.8.mlp.down_proj,dense_bf16,dense_nvfp4,-0.7344865446665729,0.00038902481081851093
model.language_model.layers.9.mlp.down_proj,dense_bf16,dense_nvfp4,-0.7344865446665729,0.0003905068518023372
model.language_model.layers.10.mlp.down_proj,dense_bf16,dense_nvfp4,-0.7344865446665729,0.00037841966208267347
model.language_model.layers.14.mlp.down_proj,dense_bf16,sparse_bf16,-0.9473247668449237,0.0006235045045359753
model.language_model.layers.15.mlp.down_proj,dense_bf16,sparse_bf16,-0.9473247668449237,0.000538864652185631
model.language_model.layers.17.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0004912811804641777
model.language_model.layers.18.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0004938644853278463
model.language_model.layers.20.mlp.down_proj,dense_bf16,sparse_bf16,-0.9473247668449237,0.0005489026777401243
model.language_model.layers.23.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0004984281021260126
model.language_model.layers.24.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0005091651480673758
model.language_model.layers.25.mlp.up_proj,dense_bf16,dense_nvfp4,-1.1636479660866144,0.0005177975524878757
