batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
16,1446.4690778404474,2048,0,ours_max_speed,1,ttft,prefill_decode,True
16,1726.6190871596336,2048,1,ours_max_speed,1,ttft,prefill_decode,False
16,2946.4192055165768,2048,0,ours_max_speed,80,main,prefill_decode,True
16,2955.5798321962357,2048,1,ours_max_speed,80,main,prefill_decode,False
