batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
16,artifacts/exports/vllm/ours/llama2-7b-chat/max_speed/prefill_decode/checkpoint,2955.5798321962357,2955.5798321962357,2048,ours_max_speed,80,prefill_decode,OK,11519.905376637915,15.556465127045595,1726.6190871596336
