benchmark_level,shape_index,m,n,k,gpu,warmup,iters,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
nvfp4_conversion,0,1,12288,4096,0,5,20,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.024582,,
nvfp4_conversion,0,1,12288,4096,0,5,20,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.481218,,
nvfp4_conversion,1,1,4096,4096,0,5,20,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.023115,,
nvfp4_conversion,1,1,4096,4096,0,5,20,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.365083,,
nvfp4_conversion,2,1,22016,4096,0,5,20,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.026282,,
nvfp4_conversion,2,1,22016,4096,0,5,20,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.672952,,
nvfp4_conversion,3,1,4096,11008,0,5,20,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.023384,,
nvfp4_conversion,3,1,4096,11008,0,5,20,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.453011,,
