candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,prefill_first_ms,prefill_steady_ms,decode_ms,decode_first_ms,decode_steady_ms,total_ms,weighted_total_ms,online_conversion_ms,model,scenario,linear_group,n,k,count
dense_bf16,dense_bf16,dense_bf16,True,,0.22523519843816758,1.1081279516220093,0.22523519843816758,0.7131181292468682,21.44476890563965,0.044355200976133345,23.04501533433795,61.753745570033786,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_a,32,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,0.14895040094852446,43.511775970458984,0.14895040094852446,1.511493769637309,44.05379104614258,0.13916159942746162,48.51675102934241,197.7283729992807,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_a,32,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.6322943806648254,2.4473280906677246,1.6322943806648254,0.3282247990369797,0.3641600012779236,0.3270655989646912,12.135487949848176,291.2135732531548,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_a,32,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.6592000007629395,2.5281600952148438,1.6592000007629395,0.48443330302834514,0.6632320284843445,0.47866560220718385,17.161065697669983,408.4895090341568,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_a,32,4096,24
marlin_nvfp4,,,False,"ValueError:N/out_features must be divisible by 64 for Marlin NVFP4, got N=32",,,,,,,,,,Qwen3.5-9B,normal_01,linear_attn.in_proj_a,32,4096,24
dense_nvfp4_prefill_marlin_decode,,,False,"ValueError:N/out_features must be divisible by 64 for Marlin NVFP4, got N=32",,,,,,,,,,Qwen3.5-9B,normal_01,linear_attn.in_proj_a,32,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,0.21794880032539368,0.25276800990104675,0.21794880032539368,0.03676939989672973,0.0711359977722168,0.03566079996526241,1.394569597020745,32.68855998851359,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_b,32,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,0.15170240104198457,39.12108612060547,0.15170240104198457,1.5784219912718982,45.37788772583008,0.1655359998345375,50.66120612174273,214.95424094349144,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_b,32,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.565612804889679,7.012639999389648,1.565612804889679,0.22880770158953964,0.24422399699687958,0.22831040173768996,8.887459255754948,218.38003664165734,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_b,32,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.5802688002586365,1.9228800535202026,1.5802688002586365,0.24141330220736565,0.29286399483680725,0.23975360244512559,9.305494470894338,222.45293952971699,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_b,32,4096,24
marlin_nvfp4,,,False,"ValueError:N/out_features must be divisible by 64 for Marlin NVFP4, got N=32",,,,,,,,,,Qwen3.5-9B,normal_01,linear_attn.in_proj_b,32,4096,24
dense_nvfp4_prefill_marlin_decode,,,False,"ValueError:N/out_features must be divisible by 64 for Marlin NVFP4, got N=32",,,,,,,,,,Qwen3.5-9B,normal_01,linear_attn.in_proj_b,32,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,4.669014358520508,5.149856090545654,4.669014358520508,0.06904759916942567,0.19020800292491913,0.06513919904828072,6.878537531942129,162.68916000947357,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_qkv,8192,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,2.4731199979782104,39.10768127441406,2.4731199979782104,1.2936630034353584,37.22982406616211,0.13443200141191483,43.87033610790968,236.32861037701366,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_qkv,8192,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.4763776063919067,2.5266880989074707,2.4763776063919067,0.1901559995021671,0.2321919947862625,0.18879999965429306,8.561369590461254,204.52516477555037,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_qkv,8192,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.1405855894088743,2.325632095336914,2.1405855894088743,0.24204369843937457,0.3949759900569916,0.23711039870977402,9.885983939468861,233.8177524521947,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_qkv,8192,4096,24
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,4.866665554046631,4.968224048614502,4.866665554046631,0.0458007002947852,0.14159999787807465,0.04271040037274361,6.332287963479757,149.80200887545945,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_qkv,8192,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.4831519603729246,2.5500800609588623,2.4831519603729246,0.08981419883202763,1.2876479625701904,0.0511744000017643,5.357206322997809,130.17922616600993,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_qkv,8192,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,2.4404223918914796,2.4898879528045654,2.4404223918914796,0.05415290030650794,0.2836799919605255,0.04674880057573318,4.173315201699734,94.75961299985647,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_z,4096,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,1.3528608083724976,62.013694763183594,1.3528608083724976,3.133254288136959,93.9119644165039,0.20490880012512208,101.61699802875519,344.20650746822355,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_z,4096,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.992528009414673,2.2805440425872803,1.992528009414673,0.18403740008361638,0.2046400010585785,0.183372800052166,7.881724812090397,188.96026590019466,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_z,4096,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8419264197349547,2.157439947128296,1.8419264197349547,0.23617400196380914,0.3189440071582794,0.23350400179624559,9.399494482576847,223.9382609859109,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_z,4096,4096,24
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.3892735958099367,2.392512083053589,2.3892735958099367,0.04526989945443347,0.1353279948234558,0.04236479960381985,3.8379103783518076,89.97493407763541,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_z,4096,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.9995519995689393,2.2885758876800537,1.9995519995689393,0.08404810092179105,1.1349760293960571,0.050147200003266335,4.6890912290662525,119.47476281225681,0.0,Qwen3.5-9B,normal_01,linear_attn.in_proj_z,4096,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,2.4404160022735595,2.778719902038574,2.4404160022735595,0.048172199795953934,0.07711999863386154,0.04723839983344078,3.981926395744085,95.21726062521338,0.0,Qwen3.5-9B,normal_01,linear_attn.out_proj,4096,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,1.3029119968414307,38.43212890625,1.3029119968414307,1.2939056570176035,37.09910583496094,0.13889919966459274,42.70789302140474,212.03389681130648,0.0,Qwen3.5-9B,normal_01,linear_attn.out_proj,4096,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.9944000005722047,2.2809600830078125,1.9944000005722047,0.1884658003691584,0.20608000457286835,0.18789760023355484,8.025305612385273,192.47569947987796,0.0,Qwen3.5-9B,normal_01,linear_attn.out_proj,4096,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8438976168632508,2.162048101425171,1.8438976168632508,0.23712370027787985,0.31491199135780334,0.23461440056562424,9.431856025755406,224.83585051447156,0.0,Qwen3.5-9B,normal_01,linear_attn.out_proj,4096,4096,24
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.3878304243087767,2.391103982925415,2.3878304243087767,0.03978099995292723,0.05382400006055832,0.03932799994945526,3.6608224228024477,87.52960370332002,0.0,Qwen3.5-9B,normal_01,linear_attn.out_proj,4096,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.9996735811233521,2.3043200969696045,1.9996735811233521,0.08389209930319338,1.117087960243225,0.05056320056319237,4.684220758825541,119.73281459212302,0.0,Qwen3.5-9B,normal_01,linear_attn.out_proj,4096,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,7.18615689277649,7.470655918121338,7.18615689277649,0.0920182999689132,0.16867199540138245,0.0895456001162529,10.130742491781712,322.0153405085206,0.0,Qwen3.5-9B,normal_01,mlp.down_proj,4096,12288,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,3.630028820037842,39.96364974975586,3.630028820037842,1.38142690397799,37.20124816894531,0.2259487986564636,47.835689747333525,420.84141236543655,0.0,Qwen3.5-9B,normal_01,mlp.down_proj,4096,12288,32
