name,n,k,count,selected_prefill_backend,selected_decode_backend,selected_total_ms,selected_prefill_ms,selected_decode_ms,selected_conversion_ms,reason
linear_attn.in_proj_a,32,4096,24,dense_bf16,dense_bf16,61.753745570033786,0.22523519843816758,0.7131181292468682,0.0,
linear_attn.in_proj_b,32,4096,24,dense_bf16,dense_bf16,32.68855998851359,0.21794880032539368,0.03676939989672973,0.0,
linear_attn.in_proj_qkv,8192,4096,24,dense_nvfp4,marlin_nvfp4,130.17922616600993,2.4831519603729246,0.08981419883202763,0.0,
linear_attn.in_proj_z,4096,4096,24,marlin_nvfp4,marlin_nvfp4,89.97493407763541,2.3892735958099367,0.04526989945443347,0.0,
linear_attn.out_proj,4096,4096,24,marlin_nvfp4,marlin_nvfp4,87.52960370332002,2.3878304243087767,0.03978099995292723,0.0,
mlp.down_proj,4096,12288,32,marlin_nvfp4,marlin_nvfp4,265.00102487951517,6.953510427474976,0.042121600033715366,0.0,
mlp.gate_proj,12288,4096,32,dense_nvfp4,marlin_nvfp4,189.18440923690795,2.957107186317444,0.08407840048894286,0.0,
mlp.up_proj,12288,4096,32,dense_nvfp4,marlin_nvfp4,190.65190492868425,2.9614783763885497,0.08622850092360751,0.0,
self_attn.k_proj,1024,4096,8,marlin_nvfp4,marlin_nvfp4,15.232259073480964,0.6362655997276306,0.039893199584912505,0.0,
self_attn.o_proj,4096,4096,8,marlin_nvfp4,marlin_nvfp4,29.615782476216555,2.3895871877670287,0.041436000191606585,0.0,
self_attn.q_proj,8192,4096,8,dense_nvfp4,marlin_nvfp4,41.76829460859299,2.4845120191574095,0.08454239848069847,0.0,
self_attn.v_proj,1024,4096,8,marlin_nvfp4,marlin_nvfp4,15.248342511430383,0.6358112037181854,0.040067800239194186,0.0,
