name,n,k,count,selected_prefill_backend,selected_decode_backend,selected_total_ms,selected_prefill_ms,selected_decode_ms,selected_conversion_ms,reason
language_model.layers.0.linear_attn.out_proj,2560,4096,1,dense_bf16,dense_bf16,10.912213055387353,1.648189736480635,0.036187591089479366,0.0,
language_model.layers.0.linear_attn.in_proj_qkv,8192,2560,1,dense_nvfp4,marlin_nvfp4,11.788155764277446,1.7771381872072718,0.03716167273967308,0.49762935571386724,
language_model.layers.0.linear_attn.in_proj_z,4096,2560,1,dense_bf16,dense_bf16,10.905906706609938,1.6415480041225419,0.03618890118159139,0.0,
language_model.layers.0.linear_attn.in_proj_b,32,2560,1,dense_bf16,dense_bf16,6.4691407074227065,0.08723205524444774,0.024929330672571325,0.0,
language_model.layers.0.linear_attn.in_proj_a,32,2560,1,dense_bf16,dense_bf16,6.4691407074227065,0.08723205524444774,0.024929330672571325,0.0,
language_model.layers.0.mlp.gate_proj,9216,2560,1,dense_nvfp4,marlin_nvfp4,11.68677829830983,1.9424954299636552,0.03611231528776844,0.49953015467745565,
language_model.layers.0.mlp.up_proj,9216,2560,1,dense_nvfp4,marlin_nvfp4,11.68677829830983,1.9424954299636552,0.03611231528776844,0.49953015467745565,
language_model.layers.0.mlp.down_proj,2560,9216,1,dense_nvfp4,marlin_nvfp4,12.713460167734553,2.9743756969418342,0.03610118902652439,0.4971800800024735,
language_model.layers.1.linear_attn.out_proj,2560,4096,1,dense_bf16,dense_bf16,10.912213055387353,1.648189736480635,0.036187591089479366,0.0,
language_model.layers.1.linear_attn.in_proj_qkv,8192,2560,1,dense_nvfp4,marlin_nvfp4,11.788155764277446,1.7771381872072718,0.03716167273967308,0.49762935571386724,
language_model.layers.1.linear_attn.in_proj_z,4096,2560,1,dense_bf16,dense_bf16,10.905906706609938,1.6415480041225419,0.03618890118159139,0.0,
language_model.layers.1.linear_attn.in_proj_b,32,2560,1,dense_bf16,dense_bf16,6.4691407074227065,0.08723205524444774,0.024929330672571325,0.0,
language_model.layers.1.linear_attn.in_proj_a,32,2560,1,dense_bf16,dense_bf16,6.4691407074227065,0.08723205524444774,0.024929330672571325,0.0,
language_model.layers.1.mlp.gate_proj,9216,2560,1,dense_nvfp4,marlin_nvfp4,11.68677829830983,1.9424954299636552,0.03611231528776844,0.49953015467745565,
language_model.layers.1.mlp.up_proj,9216,2560,1,dense_nvfp4,marlin_nvfp4,11.68677829830983,1.9424954299636552,0.03611231528776844,0.49953015467745565,
language_model.layers.1.mlp.down_proj,2560,9216,1,dense_nvfp4,marlin_nvfp4,12.713460167734553,2.9743756969418342,0.03610118902652439,0.4971800800024735,
language_model.layers.2.linear_attn.out_proj,2560,4096,1,dense_bf16,dense_bf16,10.912213055387353,1.648189736480635,0.036187591089479366,0.0,
language_model.layers.2.linear_attn.in_proj_qkv,8192,2560,1,dense_nvfp4,marlin_nvfp4,11.788155764277446,1.7771381872072718,0.03716167273967308,0.49762935571386724,
language_model.layers.2.linear_attn.in_proj_z,4096,2560,1,dense_bf16,dense_bf16,10.905906706609938,1.6415480041225419,0.03618890118159139,0.0,
language_model.layers.2.linear_attn.in_proj_b,32,2560,1,dense_bf16,dense_bf16,6.4691407074227065,0.08723205524444774,0.024929330672571325,0.0,
language_model.layers.2.linear_attn.in_proj_a,32,2560,1,dense_bf16,dense_bf16,6.4691407074227065,0.08723205524444774,0.024929330672571325,0.0,
language_model.layers.2.mlp.gate_proj,9216,2560,1,dense_nvfp4,marlin_nvfp4,11.68677829830983,1.9424954299636552,0.03611231528776844,0.49953015467745565,
