batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
16,2764.335349202156,2048,0,ours_max_speed,1,ttft,prefill_decode,True
16,2776.1875353753567,2048,1,ours_max_speed,1,ttft,prefill_decode,False
16,2694.692188873887,2048,2,ours_max_speed,1,ttft,prefill_decode,False
16,4206.526953727007,2048,0,ours_max_speed,80,main,prefill_decode,True
16,4202.6756554841995,2048,1,ours_max_speed,80,main,prefill_decode,False
16,4196.869019418955,2048,2,ours_max_speed,80,main,prefill_decode,False
