batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
16,artifacts/debug/056_llama2_prefill_decode_b8_o64_canonical_pareto/llama2_7b_chat/speed/runs/p00/checkpoint,4199.772337451577,4199.772337451577,2048,ours_max_speed,80,prefill_decode,OK,8107.106115342513,18.535854118062726,2735.439862124622
