method,scenario,iter,elapsed_ms,batch,input_seq,output_seq,policy_name,model_path
max_speed_hetero,b1_in512_out1,0,21.636134013533592,1,512,1,maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30
max_speed_hetero,b1_in512_out1,1,20.886871963739395,1,512,1,maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30
max_speed_hetero,b1_in512_out1,2,20.768586546182632,1,512,1,maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30
max_speed_hetero,b1_in512_out1,3,20.623264834284782,1,512,1,maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30
max_speed_hetero,b1_in512_out1,4,20.499978214502335,1,512,1,maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30
