method,scenario,batch,input_seq,output_seq,policy_name,model_path,status,iters,median_ms,mean_ms,min_ms,max_ms,error
max_speed_hetero,b1_in512_out1,1,512,1,maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30,OK,5,20.768586546182632,20.882967114448547,20.499978214502335,21.636134013533592,
