policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds
p00,train,uniform,100,204800,1.9755314327737294,0.0,55.34480014257133
p01,train,uniform,100,204800,2.0176340196659783,0.04210258689224888,38.47789960540831
p02,train,uniform,100,204800,3.776644013044783,1.8011125802710537,42.6119300853461
p03,train,uniform,100,204800,8.095575467261241,6.1200440344875116,40.45289262011647
p04,train,uniform,100,204800,2.0014180756726376,0.025886642898908185,52.821117505431175
p05,train,controlled,100,204800,1.9772586200291355,0.001727187255406104,50.34901898726821
p06,train,controlled,100,204800,1.9815628515645793,0.006031418790849896,50.190548337996006
p07,train,controlled,100,204800,2.0855797443931037,0.11004831161937423,48.47541259787977
p08,train,controlled,100,204800,1.983286185957696,0.007754753183966567,57.39801475778222
p09,train,controlled,100,204800,1.9748062579259886,-0.0007251748477408171,49.1775194760412
p10,train,controlled,100,204800,1.9728270679662743,-0.002704364807455173,49.696576688438654
p11,train,controlled,100,204800,2.121795572697963,0.14626413992423348,46.82924707233906
p12,train,controlled,100,204800,1.9775625980228484,0.002031165249118949,48.71908375248313
p13,train,controlled,100,204800,1.9757321326818493,0.00020069990811988347,49.41247405670583
p14,train,controlled,100,204800,1.982054832643868,0.006523399870138613,48.328192790970206
p15,train,controlled,100,204800,2.064153605933268,0.08862217315953869,48.35166695713997
p16,train,controlled,100,204800,1.9772850194929958,0.0017535867192663979,50.74228568561375
p17,train,controlled,100,204800,1.978322854062239,0.0027914212885096212,49.325365794822574
p18,train,controlled,100,204800,1.9807277740925022,0.005196341318772779,48.9051992110908
p19,train,controlled,100,204800,2.1836854548648446,0.2081540220911151,47.681593365967274
p20,train,controlled,100,204800,1.975539025988424,7.5932146945678625e-06,50.190781123936176
p21,train,controlled,100,204800,1.9884049426378,0.012873509864070654,47.26646222919226
p22,train,controlled,100,204800,2.4326223755925707,0.4570909428188412,50.72369560226798
p23,train,controlled,100,204800,4.275551607444367,2.3000201746706375,53.4500424452126
p24,train,controlled,100,204800,1.9861520244177993,0.01062059164406981,49.82612303458154
p25,train,controlled,100,204800,1.982795055206806,0.007263622433076655,47.41641627624631
p26,train,controlled,100,204800,2.154772272215783,0.1792408394420537,53.6316883713007
p27,train,controlled,100,204800,2.2894723323704205,0.313940899596691,48.670648822560906
p28,train,controlled,100,204800,1.9817550387514558,0.00622360597772631,47.02723509632051
p29,train,controlled,100,204800,1.9834795778373686,0.007948145063639167,48.13040301203728
p30,train,controlled,100,204800,2.0968839646515742,0.12135253187784478,50.43587029352784
p31,train,controlled,100,204800,2.2344847082336186,0.2589532754598891,47.18461224809289
p32,train,controlled,100,204800,1.9800506640102427,0.00451923123651321,49.4629333820194
p33,train,controlled,100,204800,1.987122463963512,0.011591031189782663,45.743374325335026
p34,train,controlled,100,204800,2.2739781261374197,0.29844669336369023,48.492450911551714
p35,train,controlled,100,204800,2.42949821858968,0.4539667858159504,45.64626631140709
p36,train,controlled,100,204800,1.9799839413548594,0.004452508581129999,51.733623310923576
p37,train,balanced_mixed,100,204800,2.036334987271761,0.06080355449803143,65.26899630948901
p38,train,balanced_mixed,100,204800,2.043257810325224,0.06772637755149447,52.716148843988776
p39,train,balanced_mixed,100,204800,2.2529538057185543,0.27742237294482486,50.60517609678209
p40,train,balanced_mixed,100,204800,2.365234403702079,0.3897029709283495,47.707618502900004
p41,train,balanced_mixed,100,204800,2.3901080200789777,0.41457658730524827,42.635087821632624
p42,train,balanced_mixed,100,204800,2.0424304891810054,0.066899056407276,50.55222155712545
p43,train,balanced_mixed,100,204800,2.0361621648287045,0.060630732054975045,55.32234064489603
p44,train,balanced_mixed,100,204800,2.19754710264882,0.22201566987509036,56.848290763795376
p45,train,balanced_mixed,100,204800,2.3624593090485018,0.3869278762747723,60.83507473394275
p46,train,balanced_mixed,100,204800,2.4787509503714587,0.5032195175977292,54.81249298714101
p47,train,balanced_mixed,100,204800,2.0226341892775848,0.047102756503855314,58.66038127429783
p48,train,balanced_mixed,100,204800,2.2501296268457756,0.2745981940720461,49.763280590996146
p49,train,balanced_mixed,100,204800,2.153436157790722,0.1779047250169925,51.717002199962735
p50,train,balanced_mixed,100,204800,2.2923518440529715,0.3168204112792421,55.142087588086724
p51,train,balanced_mixed,100,204800,2.559466318374682,0.5839348856009527,44.48295823670924
p52,train,balanced_mixed,100,204800,2.0060855010640735,0.030554068290344016,52.620625188574195
p53,train,balanced_mixed,100,204800,2.113472414148947,0.1379409813752175,52.95222293958068
p54,holdout,balanced_mixed,100,204800,2.3228421087429845,0.347310675969255,45.890811547636986
p55,holdout,balanced_mixed,100,204800,2.2020634224988287,0.22653198972509925,56.014562115073204
p56,holdout,balanced_mixed,100,204800,2.4654049088257772,0.4898734760520478,45.584483148530126
p57,holdout,balanced_mixed,100,204800,2.0054967627140634,0.029965329940333962,47.120414059609175
p58,holdout,balanced_mixed,100,204800,2.0262152179945945,0.05068378522086503,61.423214815557
p59,holdout,balanced_mixed,100,204800,2.1685318155720954,0.19300038279836595,48.546039463952184
p60,holdout,balanced_mixed,100,204800,2.5676370541586606,0.5921056213849312,55.05078458972275
p61,holdout,balanced_mixed,100,204800,2.361440053220414,0.3859086204466844,44.24959206208587
p62,holdout,balanced_mixed,100,204800,2.184746097123329,0.20921466434959957,48.29651156254113
p63,holdout,balanced_mixed,100,204800,2.0288171004885847,0.05328566771485521,49.86109150759876
p64,holdout,balanced_mixed,100,204800,2.110488419163946,0.13495698639021647,45.04958324320614
p65,holdout,balanced_mixed,100,204800,2.1785184353632427,0.2029870025895133,50.26526537910104
p66,holdout,balanced_mixed,100,204800,2.4904149470589285,0.5148835142851991,44.275776632130146
p67,holdout,balanced_mixed,100,204800,2.0373113935652465,0.06177996079151704,46.96807585284114
p68,holdout,balanced_mixed,100,204800,2.109386452314473,0.13385501954074375,58.429316993802786
p69,holdout,balanced_mixed,100,204800,2.0625742842624932,0.08704285148876378,46.60739118978381
p70,holdout,balanced_mixed,100,204800,2.3854944514147167,0.4099630186409873,59.346530608832836
p71,holdout,balanced_mixed,100,204800,2.5273502766713465,0.551818843897617,42.15833459049463
