benchmark_level,shape_index,m,n,k,gpu,warmup,iters,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
nvfp4_conversion,0,1,6144,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.025587,,
nvfp4_conversion,0,1,6144,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.397266,,
nvfp4_conversion,1,1,4096,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.024724,,
nvfp4_conversion,1,1,4096,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.384069,,
nvfp4_conversion,2,1,28672,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.029934,,
nvfp4_conversion,2,1,28672,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.854194,,
nvfp4_conversion,3,1,4096,14336,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.025398,,
nvfp4_conversion,3,1,4096,14336,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.504667,,
