method,scenario,phase,iteration,warmup,batch,input_seq,output_seq,elapsed_ms,generated_tokens
dense_bf16,prefill_only,ttft,0,True,8,2048,1,701.3500060420483,8
dense_bf16,prefill_only,ttft,1,False,8,2048,1,644.5797180058435,8
dense_bf16,prefill_only,ttft,2,False,8,2048,1,648.5018599778414,8
dense_bf16,prefill_only,ttft,3,False,8,2048,1,643.7490519601852,8
dense_bf16,prefill_only,ttft,4,False,8,2048,1,658.0167280044407,8
dense_bf16,prefill_only,ttft,5,False,8,2048,1,647.5939870579168,8
dense_bf16,prefill_only,main,0,True,8,2048,1,649.1039301035926,8
dense_bf16,prefill_only,main,1,False,8,2048,1,645.5928110517561,8
dense_bf16,prefill_only,main,2,False,8,2048,1,648.9348739851266,8
dense_bf16,prefill_only,main,3,False,8,2048,1,651.2975170044228,8
dense_bf16,prefill_only,main,4,False,8,2048,1,646.7229400295764,8
dense_bf16,prefill_only,main,5,False,8,2048,1,650.5138920620084,8
dense_bf16,prefill_decode,ttft,0,True,16,2048,1,1338.214806979522,16
dense_bf16,prefill_decode,ttft,1,False,16,2048,1,1289.4004810368642,16
dense_bf16,prefill_decode,ttft,2,False,16,2048,1,1290.920628933236,16
dense_bf16,prefill_decode,ttft,3,False,16,2048,1,1287.1108180843294,16
dense_bf16,prefill_decode,ttft,4,False,16,2048,1,1292.9882559692487,16
dense_bf16,prefill_decode,ttft,5,False,16,2048,1,1293.7833979958668,16
dense_bf16,prefill_decode,main,0,True,16,2048,80,3200.6541510345414,1280
dense_bf16,prefill_decode,main,1,False,16,2048,80,3141.8200919870287,1280
dense_bf16,prefill_decode,main,2,False,16,2048,80,3139.983584987931,1280
dense_bf16,prefill_decode,main,3,False,16,2048,80,3140.4508099658415,1280
dense_bf16,prefill_decode,main,4,False,16,2048,80,3143.36814195849,1280
dense_bf16,prefill_decode,main,5,False,16,2048,80,3139.500242075883,1280
dense_nvfp4,prefill_only,ttft,0,True,8,2048,1,639.6183950128034,8
dense_nvfp4,prefill_only,ttft,1,False,8,2048,1,570.6463649403304,8
dense_nvfp4,prefill_only,ttft,2,False,8,2048,1,570.3966569853947,8
dense_nvfp4,prefill_only,ttft,3,False,8,2048,1,574.2035540752113,8
dense_nvfp4,prefill_only,ttft,4,False,8,2048,1,572.4399469327182,8
dense_nvfp4,prefill_only,ttft,5,False,8,2048,1,573.0283369775862,8
dense_nvfp4,prefill_only,main,0,True,8,2048,1,578.3573560183868,8
dense_nvfp4,prefill_only,main,1,False,8,2048,1,578.0965319136158,8
dense_nvfp4,prefill_only,main,2,False,8,2048,1,574.1985570639372,8
dense_nvfp4,prefill_only,main,3,False,8,2048,1,572.7715290850028,8
dense_nvfp4,prefill_only,main,4,False,8,2048,1,573.1066250009462,8
dense_nvfp4,prefill_only,main,5,False,8,2048,1,571.5342879993841,8
dense_nvfp4,prefill_decode,ttft,0,True,16,2048,1,1209.0065360534936,16
dense_nvfp4,prefill_decode,ttft,1,False,16,2048,1,1157.4758719652891,16
dense_nvfp4,prefill_decode,ttft,2,False,16,2048,1,1169.389808899723,16
dense_nvfp4,prefill_decode,ttft,3,False,16,2048,1,1162.6862309640273,16
dense_nvfp4,prefill_decode,ttft,4,False,16,2048,1,1164.4921320257708,16
dense_nvfp4,prefill_decode,ttft,5,False,16,2048,1,1153.4388470463455,16
dense_nvfp4,prefill_decode,main,0,True,16,2048,80,3663.9607389224693,1280
dense_nvfp4,prefill_decode,main,1,False,16,2048,80,3599.333729944192,1280
dense_nvfp4,prefill_decode,main,2,False,16,2048,80,3590.9089599736035,1280
dense_nvfp4,prefill_decode,main,3,False,16,2048,80,3592.831074958667,1280
dense_nvfp4,prefill_decode,main,4,False,16,2048,80,3601.792055997066,1280
dense_nvfp4,prefill_decode,main,5,False,16,2048,80,3616.241014096886,1280
sparse_bf16,prefill_only,ttft,0,True,8,2048,1,719.9208749225363,8
sparse_bf16,prefill_only,ttft,1,False,8,2048,1,665.7652209978551,8
sparse_bf16,prefill_only,ttft,2,False,8,2048,1,477.9701200313866,8
sparse_bf16,prefill_only,ttft,3,False,8,2048,1,480.7141199707985,8
sparse_bf16,prefill_only,ttft,4,False,8,2048,1,669.6998110273853,8
sparse_bf16,prefill_only,ttft,5,False,8,2048,1,479.6481269877404,8
sparse_bf16,prefill_only,main,0,True,8,2048,1,483.33841806743294,8
sparse_bf16,prefill_only,main,1,False,8,2048,1,497.9999290080741,8
sparse_bf16,prefill_only,main,2,False,8,2048,1,480.162504944019,8
sparse_bf16,prefill_only,main,3,False,8,2048,1,483.5584609536454,8
sparse_bf16,prefill_only,main,4,False,8,2048,1,481.7672719946131,8
sparse_bf16,prefill_only,main,5,False,8,2048,1,482.3970239376649,8
sparse_bf16,prefill_decode,ttft,0,True,16,2048,1,1217.4218280706555,16
sparse_bf16,prefill_decode,ttft,1,False,16,2048,1,1147.830824018456,16
sparse_bf16,prefill_decode,ttft,2,False,16,2048,1,957.3254139395431,16
