method,e2e_status,unsupported_reason,e2e_total_mean_ms,e2e_total_median_ms,e2e_total_min_ms,e2e_total_max_ms,e2e_prefill_mean_ms,e2e_decode_avg_mean_ms,e2e_decode_first_mean_ms,e2e_decode_steady_mean_ms,e2e_times_ms,runtime_report,compression_artifact,requested_gpu,local_gpu,iters,warmup_iters
dense_bf16,ok,,9018.95528793335,9018.95528793335,9018.95528793335,9018.95528793335,1493.6854248046875,29.395585402846336,59.30108642578125,29.278399655199426,9018.955288,,,0,0,1,1
sparse_nvfp4,ok,,15101.650760650635,15101.650760650635,15101.650760650635,15101.650760650635,1123.9456787109375,54.60041047632694,55.86326217651367,54.59588899387149,15101.650761,"{'backend': 'cutlass_sparse_nvfp4_sm120', 'config': {'prune': False, 'require_shape_alignment': True, 'pad_tokens_to_multiple': 32}, 'replaced_linear_count': 224, 'skipped_linear_count': 0, 'skipped': [], 'csv_fields': {'kernel_backend': 'cutlass_sparse_nvfp4_sm120', 'nvfp4_block_size': 32, 'nvfp4_backend': 'cutlass_sparse_sm120', 'nvfp4_quant_backend': 'cutlass_sparse_sm120', 'nvfp4_sf_layout': 'cutlass_sparse_sm120', 'sparse_pattern': 'pairwise_4to8', 'sparse_prune_on_convert': False, 'token_pad_multiple': 32, 'replaced_linear_count': 224, 'skipped_linear_count': 0}}",/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/sparse_nvfp4/model.pt,0,0,1,1
