m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_work,bytes_activation,bytes_weight,bytes_scale,bytes_output,bytes_total,arithmetic_intensity
16384,4096,4096,1.979472,1.979472,0.0,1.979472,1.979472,1,277.728512,1.979472,1.979472,0.0,549755813888.0,274877906944.0,167772160.0,4194304.0,2621440.0,134217728.0,308805632.0,890.132427843803
16384,4096,11008,5.056704,5.056704,0.0,5.056704,5.056704,1,292.180192,5.056704,5.056704,0.0,1477468749824.0,738734374912.0,450887680.0,11272192.0,7045120.0,134217728.0,603422720.0,1224.2402389356503
16384,12288,4096,2.581357,2.581357,0.0,2.581357,2.581357,1,638.91495,2.581357,2.581357,0.0,1649267441664.0,824633720832.0,167772160.0,12582912.0,3670016.0,402653184.0,586678272.0,1405.597855227882
16384,22016,4096,3.37256,3.37256,0.0,3.37256,3.37256,1,876.170473,3.37256,3.37256,0.0,2954937499648.0,1477468749824.0,167772160.0,22544384.0,4915200.0,721420288.0,916652032.0,1611.8098234074498
32768,4096,4096,3.96851,3.96851,0.0,3.96851,3.96851,1,277.059023,3.96851,3.96851,0.0,1099511627776.0,549755813888.0,335544320.0,4194304.0,4718592.0,268435456.0,612892672.0,896.9854576561163
32768,4096,11008,9.837546,9.837546,0.0,9.837546,9.837546,1,300.373446,9.837546,9.837546,0.0,2954937499648.0,1477468749824.0,901775360.0,11272192.0,12681216.0,268435456.0,1194164224.0,1237.2408418626349
32768,12288,4096,4.888768,4.888768,0.0,4.888768,4.888768,1,674.716997,4.888768,4.888768,0.0,3298534883328.0,1649267441664.0,335544320.0,12582912.0,5767168.0,805306368.0,1159200768.0,1422.7625508819538
32768,22016,4096,6.196285,6.196285,0.0,6.196285,6.196285,1,953.77717,6.196285,6.196285,0.0,5909874999296.0,2954937499648.0,335544320.0,22544384.0,7012352.0,1442840576.0,1807941632.0,1634.420850400551
