batch_size,actual_batch_size,label,group,policy_json,forward_mean_ms,forward_p50_ms,forward_p90_ms,forward_min_ms,forward_max_ms,images_per_sec,runtime_dtype,warmup,iters,backend_counts,effective_dense_runtime,replaced_linear_count,skipped_linear_count
2,2,ours_mlp_sparse_bf16_96,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_006_mlp_sparse_bf16_96.json,37.663985,38.897167,40.072201,33.578751,43.716896,53.101126,bfloat16,5,20,"{'dense_bf16': 128, 'sparse_bf16': 96}",bf16_for_unreplaced_layers,96,0
2,2,uniform_dense_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_000_dense_bf16_reference.json,29.062417,29.046415,29.143254,28.983711,29.220961,68.817400,bfloat16,5,20,{'dense_bf16': 224},bf16_for_unreplaced_layers,0,0
2,2,uniform_dense_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_002_uniform_dense_nvfp4.json,64.346772,65.301567,68.013218,58.827873,69.898621,31.081590,bfloat16,5,20,{'dense_nvfp4': 224},bf16_for_unreplaced_layers,224,0
2,2,uniform_sparse_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_009_uniform_sparse_bf16.json,50.032205,49.539698,52.598286,48.378784,53.677185,39.974252,bfloat16,5,20,{'sparse_bf16': 224},bf16_for_unreplaced_layers,224,0
2,2,uniform_sparse_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_004_uniform_sparse_nvfp4.json,83.472468,82.815647,85.344979,82.063583,88.669441,23.959996,bfloat16,5,20,{'sparse_nvfp4': 224},bf16_for_unreplaced_layers,224,0
32,32,dense_default_amp,uncompressed,,103.917916,103.944962,104.099301,103.579170,104.216957,307.935350,float32+amp_bfloat16,5,20,{'dense_default': 224},default_amp,0,0
32,32,ours_extreme_fastest_microbench,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_015_extreme_fastest_microbench.json,74.276848,74.281536,74.318806,74.217216,74.378143,430.820652,bfloat16,5,20,"{'dense_bf16': 33, 'dense_nvfp4': 1, 'sparse_bf16': 190}",bf16_for_unreplaced_layers,191,0
32,32,ours_gate_up_sparse_bf16_64,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_004_gate_up_sparse_bf16_64.json,88.198478,88.207314,88.258078,88.079361,88.289345,362.818054,bfloat16,5,20,"{'dense_bf16': 160, 'sparse_bf16': 64}",bf16_for_unreplaced_layers,64,0
32,32,ours_mlp_all_attn_sparse_bf16_64,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_008_mlp_all_plus_attn_sparse_bf16_64.json,75.423386,75.413517,75.474234,75.341568,75.666908,424.271589,bfloat16,5,20,"{'dense_bf16': 64, 'sparse_bf16': 160}",bf16_for_unreplaced_layers,160,0
32,32,ours_mlp_sparse_bf16_96,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_006_mlp_sparse_bf16_96.json,79.760445,79.750336,79.785318,79.709564,79.890366,401.201374,bfloat16,5,20,"{'dense_bf16': 128, 'sparse_bf16': 96}",bf16_for_unreplaced_layers,96,0
32,32,uniform_dense_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_000_dense_bf16_reference.json,94.319325,94.309906,94.350362,94.242722,94.501312,339.272997,bfloat16,5,20,{'dense_bf16': 224},bf16_for_unreplaced_layers,0,0
32,32,uniform_dense_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_002_uniform_dense_nvfp4.json,119.373819,119.346767,121.833031,115.679649,124.039299,268.065480,bfloat16,5,20,{'dense_nvfp4': 224},bf16_for_unreplaced_layers,224,0
32,32,uniform_sparse_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_009_uniform_sparse_bf16.json,71.935447,71.947731,71.991360,71.841728,71.993629,444.843280,bfloat16,5,20,{'sparse_bf16': 224},bf16_for_unreplaced_layers,224,0
32,32,uniform_sparse_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_004_uniform_sparse_nvfp4.json,117.137583,117.047695,118.029620,113.069664,121.413666,273.183032,bfloat16,5,20,{'sparse_nvfp4': 224},bf16_for_unreplaced_layers,224,0
4,4,dense_default_amp,uncompressed,,38.906278,38.445007,39.036139,38.150719,45.793056,102.811170,float32+amp_bfloat16,5,20,{'dense_default': 224},default_amp,0,0
4,4,ours_extreme_fastest_microbench,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_015_extreme_fastest_microbench.json,45.135152,46.060320,46.835590,40.065376,47.647137,88.622722,bfloat16,5,20,"{'dense_bf16': 33, 'dense_nvfp4': 1, 'sparse_bf16': 190}",bf16_for_unreplaced_layers,191,0
4,4,ours_gate_up_sparse_bf16_64,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_004_gate_up_sparse_bf16_64.json,38.202534,38.039536,38.840133,37.782658,39.073856,104.705095,bfloat16,5,20,"{'dense_bf16': 160, 'sparse_bf16': 64}",bf16_for_unreplaced_layers,64,0
4,4,ours_mlp_all_attn_sparse_bf16_64,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_008_mlp_all_plus_attn_sparse_bf16_64.json,45.502138,45.411871,45.662833,45.134144,47.336544,87.907957,bfloat16,5,20,"{'dense_bf16': 64, 'sparse_bf16': 160}",bf16_for_unreplaced_layers,160,0
4,4,ours_mlp_sparse_bf16_96,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_006_mlp_sparse_bf16_96.json,38.801858,38.818607,38.946034,38.432289,39.116383,103.087847,bfloat16,5,20,"{'dense_bf16': 128, 'sparse_bf16': 96}",bf16_for_unreplaced_layers,96,0
4,4,uniform_dense_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_000_dense_bf16_reference.json,29.033269,29.007936,29.128937,28.892576,29.473120,137.772980,bfloat16,5,20,{'dense_bf16': 224},bf16_for_unreplaced_layers,0,0
4,4,uniform_dense_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_002_uniform_dense_nvfp4.json,76.150219,71.629951,73.888377,71.151901,144.281952,52.527754,bfloat16,5,20,{'dense_nvfp4': 224},bf16_for_unreplaced_layers,224,0
4,4,uniform_sparse_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_009_uniform_sparse_bf16.json,43.988778,43.172241,46.939911,41.203136,47.453247,90.932284,bfloat16,5,20,{'sparse_bf16': 224},bf16_for_unreplaced_layers,224,0
4,4,uniform_sparse_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_004_uniform_sparse_nvfp4.json,80.990960,80.910400,81.325368,80.349983,83.628387,49.388228,bfloat16,5,20,{'sparse_nvfp4': 224},bf16_for_unreplaced_layers,224,0
8,8,dense_default_amp,uncompressed,,40.318295,41.366833,41.688994,37.091358,43.342495,198.421091,float32+amp_bfloat16,5,20,{'dense_default': 224},default_amp,0,0
8,8,ours_extreme_fastest_microbench,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_015_extreme_fastest_microbench.json,40.530094,40.286432,41.096072,39.730911,42.652191,197.384194,bfloat16,5,20,"{'dense_bf16': 33, 'dense_nvfp4': 1, 'sparse_bf16': 190}",bf16_for_unreplaced_layers,191,0
8,8,ours_gate_up_sparse_bf16_64,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_004_gate_up_sparse_bf16_64.json,35.558426,35.343233,35.719025,35.068542,39.589664,224.981838,bfloat16,5,20,"{'dense_bf16': 160, 'sparse_bf16': 64}",bf16_for_unreplaced_layers,64,0
8,8,ours_mlp_all_attn_sparse_bf16_64,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_008_mlp_all_plus_attn_sparse_bf16_64.json,38.397019,39.291424,40.281545,35.232990,43.104416,208.349508,bfloat16,5,20,"{'dense_bf16': 64, 'sparse_bf16': 160}",bf16_for_unreplaced_layers,160,0
8,8,ours_mlp_sparse_bf16_96,ours_candidate,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_006_mlp_sparse_bf16_96.json,36.041078,35.667696,37.364105,35.290783,39.723423,221.968941,bfloat16,5,20,"{'dense_bf16': 128, 'sparse_bf16': 96}",bf16_for_unreplaced_layers,96,0
8,8,uniform_dense_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_000_dense_bf16_reference.json,29.852448,29.568304,29.853508,29.418337,34.599297,267.984723,bfloat16,5,20,{'dense_bf16': 224},bf16_for_unreplaced_layers,0,0
8,8,uniform_dense_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_002_uniform_dense_nvfp4.json,82.923251,82.046623,86.683550,81.607613,87.599487,96.474751,bfloat16,5,20,{'dense_nvfp4': 224},bf16_for_unreplaced_layers,224,0
8,8,uniform_sparse_bf16,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_009_uniform_sparse_bf16.json,40.000182,40.003824,40.400450,39.536129,40.559902,199.999088,bfloat16,5,20,{'sparse_bf16': 224},bf16_for_unreplaced_layers,224,0
8,8,uniform_sparse_nvfp4,uniform,/root/wja/project/my/cospaq/fake/artifacts/debug/030_mirror_global_pareto/policies/keyfix_uniform/policy_004_uniform_sparse_nvfp4.json,86.434140,85.572735,89.202956,85.067711,90.393471,92.556020,bfloat16,5,20,{'sparse_nvfp4': 224},bf16_for_unreplaced_layers,224,0
