point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,16.530083108272944,16.530083108272944,8589.788253707984,606.0213452102125,7983.7669084977715,0.0,dense_nvfp4
