batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
16,1209.5891684293747,2048,0,ours_max_speed,1,ttft,prefill_decode,True
16,1203.5162635147572,2048,1,ours_max_speed,1,ttft,prefill_decode,False
16,1378.1997486948967,2048,2,ours_max_speed,1,ttft,prefill_decode,False
16,1198.4545774757862,2048,3,ours_max_speed,1,ttft,prefill_decode,False
16,2779.7289360314608,2048,0,ours_max_speed,80,main,prefill_decode,True
16,2780.091481283307,2048,1,ours_max_speed,80,main,prefill_decode,False
16,2783.067125827074,2048,2,ours_max_speed,80,main,prefill_decode,False
16,2777.039574459195,2048,3,ours_max_speed,80,main,prefill_decode,False
