batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
16,artifacts/debug/055_llama2_prefill_decode_canonical_pareto/llama2_7b_chat/validation/speed/probe_downs_sparse_bf16/checkpoint,2780.066060523192,2780.091481283307,2048,ours_max_speed,80,prefill_decode,OK,12247.190987106389,19.956648326184176,1203.5162635147572
