timestamp,model,model_variant,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,cutlass_nvfp4_module_count,torch_version,cuda_version,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,replaced_linear_count,skipped_linear_count
2026-05-16T20:17:58,timm/maxvit_base_tf_224.in1k,base,nvfp4_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,128,8,0.001180,0.005260,314.149,159.160,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,192,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_nvfp4_runtime/model.pt,,119592638,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,192,48
2026-05-16T21:34:56,timm/maxvit_base_tf_224.in1k,base,nvfp4_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,128,8,0.848260,0.969580,591.536,84.526,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,180,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_nvfp4_runtime/model.pt,,119998790,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,180,60
