timestamp,model,model_variant,method,task,speed_scope,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,cutlass_nvfp4_module_count,torch_version,cuda_version,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,replaced_linear_count,skipped_linear_count
2026-05-16T20:07:58,timm/maxvit_base_tf_224.in1k,base,nvfp4_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,228.187802,228.212700,228.342966,227.784958,228.830139,560.941,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,192,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_nvfp4_runtime/model.pt,,119592638,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,192,48
2026-05-16T21:27:37,timm/maxvit_base_tf_224.in1k,base,nvfp4_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,216.522264,216.562660,216.719452,216.149414,217.273956,591.163,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,180,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_nvfp4_runtime/model.pt,,119998790,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,180,60
