policy_id,quality_budget,predicted_delta_nll,raw_predicted_linear_ms,old_calibrated_e2e_ms,prefill_count_dense_bf16,prefill_count_dense_nvfp4,prefill_count_sparse_bf16,prefill_count_sparse_nvfp4,prefill_count_w4a16_ours,decode_count_dense_bf16,decode_count_dense_nvfp4,decode_count_sparse_bf16,decode_count_sparse_nvfp4,decode_count_w4a16_ours,raw_speedup_vs_dense,calibrated_speedup_vs_dense
refine_000,0.0,0.0,2970.7391067752324,5081.983536171417,128,0,0,0,0,128,0,0,0,0,1.0,1.0
refine_001,2.405,0.10506521228691643,1234.9482901455365,3039.7839760407805,0,65,31,32,0,32,0,0,0,96,2.40555748809947,1.6718239112473166
refine_002,2.41,0.10617379307677231,1231.8527402782518,3039.7839760407805,0,63,32,33,0,32,0,0,0,96,2.411602466463808,1.6718239112473166
refine_003,2.415,0.10831555958704243,1230.1046547245155,3039.7839760407805,0,61,32,35,0,32,0,0,0,96,2.415029563025705,1.6718239112473166
refine_004,2.42,0.11152820935244763,1227.4825263939115,3039.7839760407805,0,58,32,38,0,32,0,0,0,96,2.420188510139241,1.6718239112473166
refine_005,2.425,0.1108015750502028,1224.8603980633072,3039.7839760407805,0,55,32,41,0,32,0,0,0,96,2.4253695453558857,1.6718239112473166
refine_006,2.43,0.11401422481560798,1222.2382697327032,3039.7839760407805,0,52,32,44,0,32,0,0,0,96,2.4305728108357436,1.6718239112473166
refine_007,2.435,0.11558272233916118,1219.616141402099,3039.7839760407805,0,49,32,47,0,32,0,0,0,96,2.435798449961479,1.6718239112473166
refine_008,2.44,0.1163291437417884,1216.994013071495,3039.7839760407805,0,46,32,50,0,32,0,0,0,96,2.4410466073514776,1.6718239112473166
