benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,32768,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,8.077067,408.382743,
module_forward,0,32768,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,6.013203,548.548717,
module_forward,0,32768,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,5.406747,610.077510,
module_forward,0,32768,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,4.909939,671.807678,
module_forward,0,32768,12288,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,9.379582,351.671825,
module_forward,1,32768,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,2.677770,410.607258,
module_forward,1,32768,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,4.136387,265.814479,
module_forward,1,32768,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,1.963582,559.951870,
module_forward,1,32768,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,3.768507,291.763178,
module_forward,1,32768,4096,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,3.102328,354.415016,
module_forward,2,32768,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,14.777539,399.922810,
module_forward,2,32768,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,8.251594,716.210127,
module_forward,2,32768,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,9.879326,598.206268,
module_forward,2,32768,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,6.215389,950.845585,
module_forward,2,32768,22016,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,16.382571,360.741607,
module_forward,3,32768,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,7.109128,415.654000,
module_forward,3,32768,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,10.485680,281.806951,
module_forward,3,32768,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,4.854162,608.743125,
module_forward,3,32768,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,9.838430,300.346435,
module_forward,3,32768,4096,11008,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,7.886995,374.659475,
