batch_size,point_index,quality_budget,quality_cost,latency_ms,dense_latency_ms,speedup_vs_dense_linear,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4
16,0,0.0,0.0,4.882716,4.882716,1.0,2,0,0,0
16,1,1.6940146920522857e-07,0.0,4.882716,4.882716,1.0,2,0,0,0
16,2,1.6940146920522856e-06,1.2271035362495698e-06,3.6993530000000003,4.882716,1.319883774270798,1,0,1,0
16,3,1.6940146920522857e-05,2.832708223217022e-06,2.51599,4.882716,1.940673850055048,0,0,2,0
16,4,0.00016940146920522856,2.832708223217022e-06,2.51599,4.882716,1.940673850055048,0,0,2,0
