model,layer,n,k,batch_size,input_tokens,output_tokens,m_prefill,m_decode,path,build_ms,conversion_ms,prefill_first_ms,prefill_steady_ms,decode_first_ms,decode_steady_ms,decode_x_n_steady_ms,runtime_only_steady_ms,runtime_first_inclusive_ms,e2e_with_build_or_conversion_steady_ms,e2e_with_build_or_conversion_first_inclusive_ms,canonical_build_ms,cutlass_materialize_ms,marlin_materialize_ms,wrapper_build_ms,lazy_prefill_materialization_in_first_ms,lazy_decode_materialization_in_first_ms
Qwen3.5-9B,language_model.layers.0.mlp.down_proj,4096,12288,1,16384,32,16384,1,sparse_bf16,18405.960323,0.000000,32.084896,3.964656,28.428640,0.257531,8.240998,12.205654,68.497004,18418.165978,18474.457327,,,,,,
Qwen3.5-9B,language_model.layers.0.mlp.down_proj,4096,12288,1,16384,32,16384,1,dense_nvfp4_prefill_marlin_decode_explicit,73.734680,116.264946,6.500480,6.432627,1.223808,0.122915,3.933286,10.365914,11.534659,200.365540,201.534285,73.734680,30.763600,85.501346,,,
Qwen3.5-9B,language_model.layers.0.mlp.down_proj,4096,12288,1,16384,32,16384,1,dense_nvfp4_prefill_marlin_decode_lazy_wrapper,3.291892,0.000000,6.498304,6.428960,1.307904,0.119810,3.833907,10.262867,11.520306,13.554759,14.812197,3.205709,,,0.086183,6.498304,1.307904
