method,rows,latency_sum_ms,quality_sum,latency_mean_ms,quality_mean,latency_gain_sum_vs_dense,latency_gain_mean_vs_dense
dense_bf16,224,905.1911178588867,0.0,4.041031776155744,0.0,0.0,0.0
dense_nvfp4,224,598.6068492889405,16.530083108272944,2.6723520057541985,0.0737950138762185,306.5842685699463,1.368679770401546
sparse_bf16,224,477.0136070251465,191.28447364745372,2.129525031362261,0.8539485430689898,428.17751083374026,1.9115067447934833
sparse_nvfp4,224,538.8999702453614,379.2646015372682,2.4058034385953633,1.6931455425770903,366.29114761352537,1.6352283375603813
marlin_nvfp4,224,913.749609375,16.530083108272944,4.079239327566964,0.0737950138762185,-8.558491516113278,-0.038207551411219995
