timestamp,model,model_variant,method,task,speed_scope,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,cutlass_nvfp4_module_count,torch_version,cuda_version,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,replaced_linear_count,skipped_linear_count
2026-05-16T20:09:44,timm/maxvit_tiny_tf_224.in1k,tiny,nvfp4_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,85.482798,85.465775,85.554935,85.334366,86.112000,1497.377,/data/home/scxj523/run/wja/data/models/timm/maxvit_tiny_tf_224.in1k,88,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_tiny/cutlass_nvfp4_runtime/model.pt,,31337203,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,88,22
