n,seed,accuracy,abs_error
100,10,1.0,0.012399999999999967
100,11,0.99,0.0023999999999999577
100,12,1.0,0.012399999999999967
100,13,0.96,0.02760000000000007
100,14,0.98,0.007600000000000051
100,15,0.99,0.0023999999999999577
100,16,0.99,0.0023999999999999577
100,17,0.99,0.0023999999999999577
100,18,0.99,0.0023999999999999577
100,19,0.98,0.007600000000000051
100,20,0.99,0.0023999999999999577
100,21,0.99,0.0023999999999999577
100,22,0.99,0.0023999999999999577
100,23,1.0,0.012399999999999967
100,24,0.99,0.0023999999999999577
100,25,0.98,0.007600000000000051
100,26,0.99,0.0023999999999999577
100,27,0.99,0.0023999999999999577
100,28,0.98,0.007600000000000051
100,29,1.0,0.012399999999999967
150,0,0.9733333333333334,0.01426666666666665
150,1,0.9866666666666667,0.0009333333333333416
150,2,1.0,0.012399999999999967
150,3,0.9866666666666667,0.0009333333333333416
150,4,0.9933333333333333,0.005733333333333257
150,5,0.9933333333333333,0.005733333333333257
150,6,0.9866666666666667,0.0009333333333333416
150,7,1.0,0.012399999999999967
150,8,0.9866666666666667,0.0009333333333333416
150,9,1.0,0.012399999999999967
150,10,1.0,0.012399999999999967
150,11,0.9866666666666667,0.0009333333333333416
150,12,0.9933333333333333,0.005733333333333257
150,13,0.9733333333333334,0.01426666666666665
150,14,0.9866666666666667,0.0009333333333333416
150,15,0.9933333333333333,0.005733333333333257
150,16,0.9933333333333333,0.005733333333333257
150,17,0.9933333333333333,0.005733333333333257
150,18,0.9866666666666667,0.0009333333333333416
150,19,0.9866666666666667,0.0009333333333333416
150,20,0.9933333333333333,0.005733333333333257
150,21,0.9933333333333333,0.005733333333333257
150,22,0.9933333333333333,0.005733333333333257
150,23,1.0,0.012399999999999967
150,24,0.9933333333333333,0.005733333333333257
150,25,0.9866666666666667,0.0009333333333333416
150,26,0.9933333333333333,0.005733333333333257
150,27,0.9866666666666667,0.0009333333333333416
150,28,0.98,0.007600000000000051
150,29,0.9933333333333333,0.005733333333333257
200,0,0.98,0.007600000000000051
200,1,0.99,0.0023999999999999577
200,2,1.0,0.012399999999999967
200,3,0.98,0.007600000000000051
200,4,0.995,0.007399999999999962
200,5,0.99,0.0023999999999999577
200,6,0.99,0.0023999999999999577
200,7,0.995,0.007399999999999962
200,8,0.985,0.0026000000000000467
200,9,0.995,0.007399999999999962
200,10,0.995,0.007399999999999962
200,11,0.99,0.0023999999999999577
200,12,0.99,0.0023999999999999577
200,13,0.97,0.01760000000000006
200,14,0.98,0.007600000000000051
200,15,0.99,0.0023999999999999577
200,16,0.995,0.007399999999999962
200,17,0.99,0.0023999999999999577
200,18,0.99,0.0023999999999999577
200,19,0.99,0.0023999999999999577
200,20,0.995,0.007399999999999962
200,21,0.98,0.007600000000000051
200,22,0.995,0.007399999999999962
200,23,0.995,0.007399999999999962
200,24,0.985,0.0026000000000000467
200,25,0.98,0.007600000000000051
200,26,0.99,0.0023999999999999577
200,27,0.99,0.0023999999999999577
200,28,0.985,0.0026000000000000467
200,29,0.995,0.007399999999999962
300,0,0.9833333333333333,0.004266666666666752
300,1,0.99,0.0023999999999999577
300,2,0.99,0.0023999999999999577
300,3,0.9833333333333333,0.004266666666666752
300,4,0.9866666666666667,0.0009333333333333416
300,5,0.99,0.0023999999999999577
300,6,0.98,0.007600000000000051
300,7,0.9933333333333333,0.005733333333333257
300,8,0.99,0.0023999999999999577
300,9,0.99,0.0023999999999999577
300,10,0.9966666666666667,0.009066666666666667
300,11,0.9933333333333333,0.005733333333333257
300,12,0.99,0.0023999999999999577
300,13,0.9733333333333334,0.01426666666666665
300,14,0.9866666666666667,0.0009333333333333416
300,15,0.99,0.0023999999999999577
300,16,0.99,0.0023999999999999577
300,17,0.9833333333333333,0.004266666666666752
300,18,0.99,0.0023999999999999577
300,19,0.99,0.0023999999999999577
300,20,0.98,0.007600000000000051
300,21,0.9833333333333333,0.004266666666666752
300,22,0.9933333333333333,0.005733333333333257
300,23,0.99,0.0023999999999999577
300,24,0.9833333333333333,0.004266666666666752
300,25,0.9833333333333333,0.004266666666666752
300,26,0.9766666666666667,0.01093333333333335
300,27,0.99,0.0023999999999999577
300,28,0.9833333333333333,0.004266666666666752
300,29,0.9966666666666667,0.009066666666666667
500,0,0.984,0.0036000000000000476
500,1,0.99,0.0023999999999999577
500,2,0.99,0.0023999999999999577
500,3,0.988,0.00039999999999995595
500,4,0.99,0.0023999999999999577
500,5,0.986,0.0016000000000000458
500,6,0.978,0.009600000000000053
500,7,0.99,0.0023999999999999577
500,8,0.986,0.0016000000000000458
500,9,0.988,0.00039999999999995595
500,10,0.99,0.0023999999999999577
500,11,0.99,0.0023999999999999577
500,12,0.99,0.0023999999999999577
500,13,0.976,0.011600000000000055
500,14,0.99,0.0023999999999999577
500,15,0.986,0.0016000000000000458
500,16,0.99,0.0023999999999999577
500,17,0.984,0.0036000000000000476
500,18,0.992,0.0043999999999999595
500,19,0.988,0.00039999999999995595
500,20,0.98,0.007600000000000051
500,21,0.986,0.0016000000000000458
500,22,0.99,0.0023999999999999577
500,23,0.988,0.00039999999999995595
500,24,0.984,0.0036000000000000476
500,25,0.978,0.009600000000000053
500,26,0.98,0.007600000000000051
500,27,0.99,0.0023999999999999577
500,28,0.988,0.00039999999999995595
500,29,0.994,0.006399999999999961
750,0,0.9826666666666667,0.004933333333333345
750,1,0.992,0.0043999999999999595
750,2,0.9866666666666667,0.0009333333333333416
750,3,0.988,0.00039999999999995595
750,4,0.992,0.0043999999999999595
750,5,0.988,0.00039999999999995595
750,6,0.9853333333333333,0.00226666666666675
750,7,0.9893333333333333,0.0017333333333332535
750,8,0.9893333333333333,0.0017333333333332535
750,9,0.9893333333333333,0.0017333333333332535
750,10,0.9866666666666667,0.0009333333333333416
750,11,0.9893333333333333,0.0017333333333332535
750,12,0.9893333333333333,0.0017333333333332535
750,13,0.9826666666666667,0.004933333333333345
750,14,0.9866666666666667,0.0009333333333333416
750,15,0.9853333333333333,0.00226666666666675
750,16,0.9893333333333333,0.0017333333333332535
750,17,0.9853333333333333,0.00226666666666675
750,18,0.9893333333333333,0.0017333333333332535
750,19,0.9853333333333333,0.00226666666666675
750,20,0.98,0.007600000000000051
750,21,0.9826666666666667,0.004933333333333345
750,22,0.9893333333333333,0.0017333333333332535
750,23,0.9893333333333333,0.0017333333333332535
750,24,0.9853333333333333,0.00226666666666675
750,25,0.9826666666666667,0.004933333333333345
750,26,0.9813333333333333,0.006266666666666754
750,27,0.9893333333333333,0.0017333333333332535
750,28,0.9906666666666667,0.003066666666666662
750,29,0.992,0.0043999999999999595
1000,0,0.985,0.0026000000000000467
1000,1,0.989,0.0013999999999999568
1000,2,0.986,0.0016000000000000458
1000,3,0.988,0.00039999999999995595
1000,4,0.992,0.0043999999999999595
1000,5,0.983,0.0046000000000000485
1000,6,0.986,0.0016000000000000458
1000,7,0.989,0.0013999999999999568
1000,8,0.989,0.0013999999999999568
1000,9,0.986,0.0016000000000000458
1000,10,0.984,0.0036000000000000476
1000,11,0.984,0.0036000000000000476
1000,12,0.988,0.00039999999999995595
1000,13,0.984,0.0036000000000000476
1000,14,0.988,0.00039999999999995595
1000,15,0.985,0.0026000000000000467
1000,16,0.989,0.0013999999999999568
1000,17,0.986,0.0016000000000000458
1000,18,0.989,0.0013999999999999568
1000,19,0.983,0.0046000000000000485
1000,20,0.982,0.005600000000000049
1000,21,0.984,0.0036000000000000476
1000,22,0.989,0.0013999999999999568
1000,23,0.985,0.0026000000000000467
1000,24,0.988,0.00039999999999995595
1000,25,0.984,0.0036000000000000476
1000,26,0.98,0.007600000000000051
1000,27,0.987,0.0006000000000000449
1000,28,0.992,0.0043999999999999595
1000,29,0.991,0.0033999999999999586
1500,0,0.9866666666666667,0.0009333333333333416
1500,1,0.986,0.0016000000000000458
1500,2,0.986,0.0016000000000000458
1500,3,0.988,0.00039999999999995595
1500,4,0.9873333333333333,0.0002666666666667483
1500,5,0.99,0.0023999999999999577
1500,6,0.986,0.0016000000000000458
1500,7,0.9866666666666667,0.0009333333333333416
1500,8,0.99,0.0023999999999999577
1500,9,0.9893333333333333,0.0017333333333332535
1500,10,0.9853333333333333,0.00226666666666675
1500,11,0.9866666666666667,0.0009333333333333416
1500,12,0.99,0.0023999999999999577
1500,13,0.9866666666666667,0.0009333333333333416
1500,14,0.986,0.0016000000000000458
1500,15,0.982,0.005600000000000049
1500,16,0.9873333333333333,0.0002666666666667483
1500,17,0.9866666666666667,0.0009333333333333416
1500,18,0.9893333333333333,0.0017333333333332535
1500,19,0.9866666666666667,0.0009333333333333416
1500,20,0.984,0.0036000000000000476
1500,21,0.9853333333333333,0.00226666666666675
1500,22,0.99,0.0023999999999999577
1500,23,0.9873333333333333,0.0002666666666667483
1500,24,0.9866666666666667,0.0009333333333333416
1500,25,0.988,0.00039999999999995595
1500,26,0.984,0.0036000000000000476
1500,27,0.9906666666666667,0.003066666666666662
1500,28,0.9913333333333333,0.0037333333333332552
1500,29,0.9886666666666667,0.0010666666666666602
2000,0,0.9875,9.999999999998899e-05
2000,1,0.9875,9.999999999998899e-05
2000,2,0.9855,0.0020999999999999908
2000,3,0.986,0.0016000000000000458
2000,4,0.987,0.0006000000000000449
2000,5,0.9885,0.0009000000000000119
2000,6,0.987,0.0006000000000000449
2000,7,0.986,0.0016000000000000458
2000,8,0.9885,0.0009000000000000119
2000,9,0.9855,0.0020999999999999908
2000,10,0.9875,9.999999999998899e-05
2000,11,0.9855,0.0020999999999999908
2000,12,0.9885,0.0009000000000000119
2000,13,0.988,0.00039999999999995595
2000,14,0.988,0.00039999999999995595
2000,15,0.982,0.005600000000000049
2000,16,0.989,0.0013999999999999568
2000,17,0.988,0.00039999999999995595
2000,18,0.987,0.0006000000000000449
2000,19,0.9885,0.0009000000000000119
2000,20,0.9855,0.0020999999999999908
2000,21,0.985,0.0026000000000000467
2000,22,0.9895,0.0019000000000000128
2000,23,0.9875,9.999999999998899e-05
2000,24,0.987,0.0006000000000000449
2000,25,0.989,0.0013999999999999568
2000,26,0.9845,0.0030999999999999917
2000,27,0.991,0.0033999999999999586
2000,28,0.9875,9.999999999998899e-05
2000,29,0.989,0.0013999999999999568
3000,0,0.9853333333333333,0.00226666666666675
3000,1,0.9883333333333333,0.0007333333333332526
3000,2,0.986,0.0016000000000000458
3000,3,0.9866666666666667,0.0009333333333333416
3000,4,0.9873333333333333,0.0002666666666667483
3000,5,0.988,0.00039999999999995595
3000,6,0.986,0.0016000000000000458
3000,7,0.9876666666666667,6.666666666665932e-05
3000,8,0.9873333333333333,0.0002666666666667483
3000,9,0.9866666666666667,0.0009333333333333416
3000,10,0.9866666666666667,0.0009333333333333416
3000,11,0.9866666666666667,0.0009333333333333416
3000,12,0.988,0.00039999999999995595
3000,13,0.988,0.00039999999999995595
3000,14,0.989,0.0013999999999999568
3000,15,0.985,0.0026000000000000467
3000,16,0.9883333333333333,0.0007333333333332526
3000,17,0.9866666666666667,0.0009333333333333416
3000,18,0.9866666666666667,0.0009333333333333416
3000,19,0.988,0.00039999999999995595
3000,20,0.9883333333333333,0.0007333333333332526
3000,21,0.986,0.0016000000000000458
3000,22,0.9856666666666667,0.0019333333333333425
3000,23,0.9886666666666667,0.0010666666666666602
3000,24,0.9873333333333333,0.0002666666666667483
3000,25,0.9873333333333333,0.0002666666666667483
3000,26,0.9853333333333333,0.00226666666666675
3000,27,0.99,0.0023999999999999577
3000,28,0.9863333333333333,0.0012666666666667492
3000,29,0.987,0.0006000000000000449
4000,0,0.987,0.0006000000000000449
4000,1,0.989,0.0013999999999999568
4000,2,0.9865,0.0010999999999999899
4000,3,0.987,0.0006000000000000449
4000,4,0.9875,9.999999999998899e-05
4000,5,0.98775,0.00014999999999998348
4000,6,0.98775,0.00014999999999998348
4000,7,0.9875,9.999999999998899e-05
4000,8,0.98725,0.0003500000000000725
4000,9,0.9865,0.0010999999999999899
4000,10,0.987,0.0006000000000000449
4000,11,0.9875,9.999999999998899e-05
4000,12,0.988,0.00039999999999995595
4000,13,0.989,0.0013999999999999568
4000,14,0.988,0.00039999999999995595
4000,15,0.986,0.0016000000000000458
4000,16,0.9875,9.999999999998899e-05
4000,17,0.98625,0.0013500000000000734
4000,18,0.9865,0.0010999999999999899
4000,19,0.98825,0.0006499999999999284
4000,20,0.98925,0.0016499999999999293
4000,21,0.9865,0.0010999999999999899
4000,22,0.987,0.0006000000000000449
4000,23,0.98825,0.0006499999999999284
4000,24,0.989,0.0013999999999999568
4000,25,0.98575,0.0018500000000000183
4000,26,0.98675,0.0008500000000000174
4000,27,0.988,0.00039999999999995595
4000,28,0.987,0.0006000000000000449
4000,29,0.98725,0.0003500000000000725
