point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,16.530083108272944,16.530083108272944,3049.529572581275,938.8198111066372,2110.709761474637,0.0,marlin_nvfp4
