model,batch_size,input_tokens,output_tokens,prefill_total_ms,decode_total_ms,prefill_all_linear_pct,decode_all_linear_pct,prefill_self_attn_block_pct,decode_self_attn_block_pct,prefill_mlp_block_pct,decode_mlp_block_pct,prefill_norm_pct,decode_norm_pct,prefill_lm_head_pct,decode_lm_head_pct,prefill_other_pct,decode_other_pct,warmup,iters,gpu,status,error_msg
llama2-7b,1,16,1,34.50387535095215,33.41341724395752,40.27746537607159,38.14790418927073,45.58001163564813,44.00665727992911,23.798277551902274,23.138728781724975,20.43135602148847,22.62828473442176,0.6009574250734708,0.4989995494314025,9.589397365887663,9.727329654492749,3,10,0,OK,
llama2-7b,1,256,1,39.07313270568848,35.29307250976562,65.65728605549768,36.6045864286539,31.573777621790505,46.15271283596949,47.65395853236159,22.375826846775592,13.413992854688768,21.03255133157067,0.9965476969096096,0.567300003708981,6.361723294249529,9.871608981975271,3,10,0,OK,
llama2-7b,1,4096,1,337.2720092773437,36.37581100463867,79.65430182445172,34.812813503323305,40.82356858689589,46.43188409250182,52.386712733831736,21.929799431995853,4.515235057680923,20.941881398376225,1.309076507457313,0.5502733705140659,0.9654071141341376,10.146161706612034,3,10,0,OK,
llama2-7b,4,16,1,36.540950775146484,34.70208930969238,46.20276071992637,40.38104294936613,45.106119255214345,44.416248954868855,29.642884931069464,24.264157562739886,14.856607414177287,21.02729874712328,0.9268374077708185,0.5940944992574155,9.467550991768093,9.698200236010564,3,10,0,OK,
llama2-7b,4,256,1,90.54190063476562,34.9978141784668,86.05205008768743,40.44467448162622,33.95280352217795,45.05642761386029,58.83144714859261,24.05236386961226,4.3943446943899,20.71813958775139,1.2303236255454812,0.5889373549575142,1.591081009294058,9.584131573818539,3,10,0,OK,
llama2-7b,4,4096,1,1243.7015869140625,35.1655611038208,73.98847314272274,32.03789996770949,38.50170812674879,72.09934943879365,50.643973722369495,18.83490039373768,8.195293498349125,4.925391669943941,1.4076920101632413,0.5519946000751852,1.2513326423693485,3.5883638974495398,3,10,0,OK,
llama2-7b,16,16,1,31.03849925994873,23.979533195495605,78.07427977860645,52.04124708413771,33.996942699229265,44.935853912863095,54.243169105717556,31.436288355415883,7.882257460453464,14.626566582332737,1.2136051055708599,0.80831598816005,2.664025629028856,8.192975161228233,3,10,0,OK,
llama2-7b,16,256,1,315.3066436767578,24.306048011779787,85.49003795317563,51.34818104390816,36.63037711959496,50.911983705616215,56.241440446738316,32.65427271925447,4.805765910939139,10.17836544119458,1.4067037661004782,0.8008673405745214,0.9157127566271015,5.454510793360214,3,10,0,OK,
llama2-7b,16,4096,1,,,,,,,,,,,,,,,3,10,0,OOM,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.34 GiB. GPU 0 has a total capacity of 31.37 GiB of which 1.12 GiB is free. Including non-PyTorch memory, this process has 30.24 GiB memory in use. Of the allocated memory 26.25 GiB is allocated by PyTorch, and 3.40 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
llama2-7b,32,16,1,47.694837951660155,24.13424949645996,81.36072758863641,53.19669837633835,35.21797317819214,42.072471325241274,55.374619880662074,34.85086702824593,6.173501628248465,14.518533865065134,1.1856712695477205,1.0067816764308408,2.048234043349595,7.551346105016819,3,10,0,OK,
llama2-7b,32,256,1,603.2181518554687,24.83012809753418,80.69201256735508,45.654059954960815,34.98361090283103,58.59256120193516,54.36864933043656,29.699377904562805,8.084532322666348,7.675604363236874,1.4708437947245885,0.8332586850821726,1.0923636493414648,3.1991978451829794,3,10,0,OK,
llama2-7b,32,4096,1,,,,,,,,,,,,,,,3,10,0,OOM,"OutOfMemoryError: CUDA out of memory. Tried to allocate 2.69 GiB. GPU 0 has a total capacity of 31.37 GiB of which 1.44 GiB is free. Including non-PyTorch memory, this process has 29.92 GiB memory in use. Of the allocated memory 25.94 GiB is allocated by PyTorch, and 3.39 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
llama2-7b,64,16,1,91.11103744506836,24.102009963989257,85.7449747410128,58.005360133383846,34.69606593187848,37.05377275146584,58.60581011773225,43.18633351023242,4.229855939257696,13.720243349682146,1.2287178946177322,1.2071623904891353,1.2395501165138398,4.832487998130446,3,10,0,OK,
llama2-7b,64,256,1,1170.0445434570313,36.831987380981445,78.98735388883317,36.80393975927687,34.42408701683345,65.71860644681159,54.06704053302049,25.350894874589144,8.700621375334403,5.721722212939291,1.5033375041623611,0.7766466837409088,1.3049135706493047,2.432129781919059,3,10,0,OK,
llama2-7b,64,4096,1,,,,,,,,,,,,,,,3,10,0,OOM,"OutOfMemoryError: CUDA out of memory. Tried to allocate 5.38 GiB. GPU 0 has a total capacity of 31.37 GiB of which 835.75 MiB is free. Including non-PyTorch memory, this process has 30.54 GiB memory in use. Of the allocated memory 27.94 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
