timestamp,model,model_variant,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,cutlass_sparse_bf16_module_count,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,sparse_backend,sparse_pattern,sparse_prune_on_convert,token_pad_multiple,replaced_linear_count,skipped_linear_count,nvfp4_scale_rule
2026-05-17T21:50:26,timm/maxvit_large_tf_512.in21k_ft_in1k,large,sparse_bf16_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,16,8,0.811880,0.964940,14685.109,3.405,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,192,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_large/cutlass_sparse_bf16_runtime/model.pt,artifacts/checkpoints/maxvit_large/semi_structured_sparse/model.pt,295474308,maxvit_runtime_assign,,,,cutlass_sparse_bf16_cusparselt,cusparselt_bf16,2to4,False,8,192,240,
2026-05-18T00:48:37,timm/maxvit_large_tf_512.in21k_ft_in1k,large,sparse_bf16_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,16,8,0.811880,0.964940,435.306,114.862,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,192,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_large/cutlass_sparse_bf16_runtime/model.pt,artifacts/checkpoints/maxvit_large/semi_structured_sparse/model.pt,295450436,maxvit_runtime_assign,,,,cutlass_sparse_bf16_cusparselt,cusparselt_bf16,2to4,False,8,192,48,
