policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p49,prefill_only,100,204800,1.983379703760147,2.151212062835693,0.16783235907554617,0.16783235907554617
