policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p26,prefill_only,100,204800,1.983379703760147,2.0794560825824737,0.09607637882232667,0.09607637882232667
