policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p09,prefill_only,100,204800,1.983379703760147,1.985467345714569,0.002087641954422015,0.002087641954422015
